stdextid,groupid,tchextid
std_1594815114025_77,e0d7c6b2-07e6-4af0-9b01-868ff8d32e58,tch_20200715-172006_77
std_1594815128538_78,1c556bb9-fc8e-4982-815e-816b4f14378d,tch_20200715-172006_78
std_1594814963088_74,eb540d41-4ced-4287-9f59-cb51c14efd71,tch_20200715-172006_74
std_1594815044253_76,b891d1ba-c8f8-47d4-9513-2749b97f3af9,tch_20200715-172006_76
std_1594814981182_75,ca316bec-4cfd-4e06-9014-34dfe46b1c1f,tch_20200715-172006_75
std_1594815140174_79,487a5dee-9d1a-48d0-9ce5-06d08d3caac6,tch_20200715-172006_79
std_1594815206484_80,9de8671e-3d6b-4677-914b-8e826dc06f71,tch_20200715-172006_80
std_1594815065774_77,182bdd4f-56e5-4f2f-a8c7-781bf2e461ad,tch_20200715-172006_77
std_1594815078407_78,c8839c35-0c24-4c5a-bddb-dde03cbd4dfa,tch_20200715-172006_78
std_1594815227314_81,41a820db-69b0-4c78-8c24-ba3f8fc0acd0,tch_20200715-172006_81
std_1594815093134_79,df8f346d-a643-43ca-b260-6b1d9deeb602,tch_20200715-172006_79
std_1594814993422_76,8da4bb9a-8a9a-4320-aab8-e51f18ab2973,tch_20200715-172006_76
std_1594815156923_80,1f171367-aa50-4948-9da2-93863455de1f,tch_20200715-172006_80
std_1594815017214_77,312a803b-84f8-4b63-8000-e11396427ac7,tch_20200715-172006_77
std_1594815237961_82,0df7e611-793e-4a10-bced-e60806a5a72d,tch_20200715-172006_82
std_1594815025141_78,8d5d5b12-1085-4de7-b6d8-a6a7e485dc60,tch_20200715-172006_78
std_1594815171939_81,3b9f4a02-1875-467a-99e3-d0319317d65a,tch_20200715-172006_81
std_1594815045029_79,b2abf56e-9c05-4a6c-88f9-36df0cfdd369,tch_20200715-172006_79
std_1594815259620_84,e60ecc41-57d4-4f52-90ee-26a2942f28b2,tch_20200715-172006_84
std_1594815256026_83,fe35935b-9d9b-483e-ab61-00813edd8018,tch_20200715-172006_83
std_1594815106380_80,eacfb236-a790-4bf8-b263-4a4bec20d665,tch_20200715-172006_80
std_1594815187133_82,9a6709c4-b722-4ebb-b0e7-545b38689728,tch_20200715-172006_82
std_1594815122673_81,6c829c49-71c2-4a30-af5a-9f957fbdc428,tch_20200715-172006_81
std_1594815205169_83,e809b2d3-ffbb-49bf-9a2e-888bb7237d09,tch_20200715-172006_83
std_1594815210075_84,0c70f533-2732-49fd-b6ab-e137f8cbd159,tch_20200715-172006_84
std_1594815056244_80,e1578e30-0eab-44a9-aac4-1d280d9559d0,tch_20200715-172006_80
std_1594815290405_85,1bdb7de7-eada-4e04-8d8c-5d94c44a6651,tch_20200715-172006_85
std_1594815288933_86,be018531-e628-41e6-8732-1443e614b6ca,tch_20200715-172006_86
std_1594815137217_82,047607c4-c18f-4e76-98d4-5d83da26842e,tch_20200715-172006_82
std_1594815073196_81,20a9fd6e-fab7-4621-a784-f1ec97f2c8c6,tch_20200715-172006_81
std_1594815162401_84,558345d1-bca7-493d-89c7-cee2f5acf681,tch_20200715-172006_84
std_1594815154731_83,fd6ebc89-7b3e-4823-8bb6-665ce3d5f30b,tch_20200715-172006_83
std_1594815240561_85,4cdf0c25-82d7-408b-887a-5fa4e68eb963,tch_20200715-172006_85
std_1594815239390_86,98000ce7-85a2-4e65-a9bd-a8ba9a8d9380,tch_20200715-172006_86
std_1594815317872_87,9828dc5e-c1ac-4e66-a1d8-e751e6510483,tch_20200715-172006_87
std_1594815090952_82,c5a25ee7-dba7-408c-bf3a-e9bc157d8a43,tch_20200715-172006_82
std_1594815327626_88,c6f32ee0-f94f-4535-9eee-255197459f50,tch_20200715-172006_88
std_1594815328072_89,5913c02d-661e-4cca-b3b8-c88bedf5f8e0,tch_20200715-172006_89
std_1594815106656_83,c4406d5f-accb-41db-af37-a8ab326e603d,tch_20200715-172006_83
std_1594815114887_84,38a0fd7a-4aa8-4ad6-8c9d-351586f0fdfe,tch_20200715-172006_84
std_1594815186470_85,2e9e2b54-6b19-4c31-9579-15d1566731a0,tch_20200715-172006_85
std_1594815266263_87,07a010a2-e6b9-4749-9a18-8b0d4b29d11d,tch_20200715-172006_87
std_1594815192087_86,ff613a05-73fc-4a86-9389-8d6fca1a2ef5,tch_20200715-172006_86
std_1594815357857_90,5711083b-7785-4852-b515-14eb9cb458e6,tch_20200715-172006_90
std_1594815275265_88,ae0c20ce-0e25-4791-9f0d-59c82a712601,tch_20200715-172006_88
std_1594815278019_89,1b05ad34-5c68-40de-99ee-92643ab14d61,tch_20200715-172006_89
std_1594815135971_85,c4f786c5-c205-4f09-af62-962c591d16a8,tch_20200715-172006_85
std_1594815217933_87,c9083203-6e09-4585-b683-4ce229a40495,tch_20200715-172006_87
std_1594815148562_86,8b9bf593-5e47-4b49-8b69-f42d96822b2c,tch_20200715-172006_86
std_1594815375619_91,c138661c-f9c0-4693-9085-46854f1d4f26,tch_20200715-172006_91
std_1594815377071_92,274f3d3d-a22f-4029-9987-4edd32f68461,tch_20200715-172006_92
std_1594815306058_90,4c1a3efc-6473-49ba-a87d-2140d1229f78,tch_20200715-172006_90
std_1594815224272_88,a57937c2-09f3-4188-b2c2-474f7fb9df1b,tch_20200715-172006_88
std_1594815233408_89,98d714a4-3939-4a85-bfdb-8dcd68a3e5c3,tch_20200715-172006_89
std_1594815164861_87,b66ee70c-b726-4d0d-b808-6e3ff87c3991,tch_20200715-172006_87
std_1594815330494_92,b9f4a67c-de76-46a4-99e2-1118495f741c,tch_20200715-172006_92
std_1594815324867_91,59f36d8e-606d-4c94-bda6-c30795dc5f08,tch_20200715-172006_91
std_1594815177312_88,1b0a2bc6-c9e4-47e8-a068-6322a300978b,tch_20200715-172006_88
std_1594815251191_90,61575ad6-9d36-47da-ade9-5e231fcf1bb9,tch_20200715-172006_90
std_1594815186364_89,2877fa8d-b39a-4b26-8b26-a472bd977bcb,tch_20200715-172006_89
std_1594815417116_93,cbf4ed90-dc8d-457d-a329-13f39247f06f,tch_20200715-172006_93
std_1594815424823_94,0309803e-dbb2-4b86-9e39-031a10143d65,tch_20200715-172006_94
std_1594815282785_92,311bf24c-1d4f-43a2-a7e3-96faf358e008,tch_20200715-172006_92
std_1594815272377_91,d9b644f3-3249-4e49-ac8a-0a0e8a3799cd,tch_20200715-172006_91
std_1594815435049_95,8808173e-6f22-4e51-b8d6-54040c2f60f4,tch_20200715-172006_95
std_1594815202678_90,61adb633-c161-4de0-80de-9aca48a15f4c,tch_20200715-172006_90
std_1594815363071_93,2ee9e2ed-74ed-44aa-bcf9-0f0d57b5bbb7,tch_20200715-172006_93
std_1594815449823_96,da361b78-7366-4dcc-9822-20a661e400a4,tch_20200715-172006_96
std_1594815377669_94,ee428d50-c251-4ea2-a6f7-e0b8d2b6d46a,tch_20200715-172006_94
std_1594815385830_95,197a7740-9528-4527-b71a-b06c57715e58,tch_20200715-172006_95
std_1594815239895_92,12e20c41-a34e-4c6e-adbc-d700e3c6b09a,tch_20200715-172006_92
std_1594815220352_91,8ea913ce-bfc4-428e-8c1c-ae261f11c4f3,tch_20200715-172006_91
std_1594815306870_93,c5b1ff6e-f8ff-4fd7-82c4-ea72ecbab17b,tch_20200715-172006_93
std_1594815472981_98,5d25e6a3-0f2f-4d32-bf09-f23a5bc69272,tch_20200715-172006_98
std_1594815400797_96,6b95e101-8ec0-4de8-b34f-90da135bdc9b,tch_20200715-172006_96
std_1594815472895_97,ef55530d-a35b-46ae-bd17-55ccd9fa4c80,tch_20200715-172006_97
std_1594815322788_94,0bb4d740-61df-433d-9c70-4ee7ccae9e88,tch_20200715-172006_94
std_1594815333231_95,6e30a618-8546-4d3f-80c6-fa23616c9540,tch_20200715-172006_95
std_1594815494889_99,eb2ebbe3-a06c-4766-9486-34fcbbd59147,tch_20200715-172006_99
std_1594815423586_98,ce5c3e17-a89d-4a1e-8100-f0414129a526,tch_20200715-172006_98
std_1594815256100_93,f5a2d88a-1161-40a1-a1d9-104a4e63fb60,tch_20200715-172006_93
