stdextid,groupid,tchextid
std_1594617416616_1,9b101b6d-76b8-42eb-a3e5-b6eff92fd037,tch_20200713-103946_1
std_1594617426691_2,bcf33cc6-4d19-4266-9149-dcea1301b4d3,tch_20200713-103946_2
std_1594617440905_3,1d3a8dbc-04a2-481b-948d-d5e6612d1d7b,tch_20200713-103946_3
std_1594617449323_4,b6765568-a69b-482b-8f9a-7e34268e0639,tch_20200713-103946_4
std_1594617295569_1,148ec656-8f31-4982-ab2e-ecb039449204,tch_20200713-103946_1
std_1594617450760_5,817746f0-c5c8-4743-a6d5-209ec2834d9f,tch_20200713-103946_5
std_1594617316433_2,be9e2c42-5af0-460c-9993-49746bbd091d,tch_20200713-103946_2
std_1594617468199_6,66196a74-36bc-4caa-9792-0988027b25bf,tch_20200713-103946_6
std_1594617478996_7,93d8830c-872c-4ebf-bf45-40523f991ef9,tch_20200713-103946_7
std_1594617337253_3,bc2c3698-553a-49d6-b522-6e4f51fd6a80,tch_20200713-103946_3
std_1594617337132_4,61a8cfc4-f926-4b8e-80c9-d5a6023d0119,tch_20200713-103946_4
std_1594617339022_5,7c1a8fe7-f2c8-4f20-b344-05009eb47a5f,tch_20200713-103946_5
std_1594617502846_8,e2a5a0dd-9413-4a27-bb8a-526d13248fdf,tch_20200713-103946_8
std_1594617187233_1,7315540f-03af-4815-a895-741a50607228,tch_20200713-103946_1
std_1594617508978_9,8b2064ad-c4a9-4df6-9013-91e19da2572b,tch_20200713-103946_9
std_1594617197934_2,dcaae666-90a1-4930-950f-5c3ab6433747,tch_20200713-103946_2
std_1594617346593_6,f65982f2-a752-4ccf-876f-b0276bacfebe,tch_20200713-103946_6
std_1594617521247_10,5c8abb85-905c-472a-9f5c-55611cce72ee,tch_20200713-103946_10
std_1594617371294_7,c4c56814-e98a-48d0-9c86-c15dfc800bc1,tch_20200713-103946_7
std_1594617221676_3,063b1f6b-f7b2-4831-bd24-37f244f7fb88,tch_20200713-103946_3
std_1594617530614_11,d524d197-05b1-4842-a12f-14ac17cc945e,tch_20200713-103946_11
std_1594617227098_5,43d4d596-8387-4554-9c92-852e8039f2be,tch_20200713-103946_5
std_1594617224827_4,6cd11881-f58b-4f5a-a8f8-1f30f8557773,tch_20200713-103946_4
std_1594617537907_12,bd6f188f-9db1-4808-aca8-24eb0ffbf2ad,tch_20200713-103946_12
std_1594617072693_1,0cd86c15-194f-4e20-bfc6-22818fcea701,tch_20200713-103946_1
std_1594617390300_8,04e4cd3d-b9c1-4980-b82e-8e3fb944a385,tch_20200713-103946_8
std_1594617392750_9,d00ee64a-e6bb-4bda-9f6a-9abdbd8158c8,tch_20200713-103946_9
std_1594617554661_13,09ece74b-7da1-4140-aa62-86d6a4b36999,tch_20200713-103946_13
std_1594617089092_2,f17dd4a6-e338-432c-8fee-62db4946abd6,tch_20200713-103946_2
std_1594617238127_6,b6c3a0a9-cdc1-4ee0-a4f7-b8b81aa80db9,tch_20200713-103946_6
std_1594617402066_10,6f1fcaf7-e1fc-44a2-8759-5fa083b186f3,tch_20200713-103946_10
std_1594617570010_14,69e07f1f-d452-41a8-9d63-23403d7e2f36,tch_20200713-103946_14
std_1594617254793_7,732068ea-dbb5-4c13-8f26-b1e74ed6e9d7,tch_20200713-103946_7
std_1594617099275_3,760d6707-c6a6-4855-ae65-c847c82cbf16,tch_20200713-103946_3
std_1594617574365_15,72f11123-7573-476b-a2ec-cbc4f4778b81,tch_20200713-103946_15
std_1594617577919_16,f0063199-e9d3-4938-a7d0-be4278e53b85,tch_20200713-103946_16
std_1594617424161_11,899b8759-06ed-40c4-b7fc-1341698e7349,tch_20200713-103946_11
std_1594617119380_5,c4055373-4c36-477b-a602-ccf281619596,tch_20200713-103946_5
std_1594617108570_4,bfd0c0da-fef5-401c-9e5a-f74f72b902b9,tch_20200713-103946_4
std_1594617428232_12,63421d97-4763-487a-8022-38d3e2c0185e,tch_20200713-103946_12
std_1594617272345_8,cfae8e88-3283-4080-b5e7-71a65cfc3487,tch_20200713-103946_8
std_1594617278933_9,ca1cb526-25ec-44d8-b104-a5b71b5d4ea0,tch_20200713-103946_9
std_1594617444558_13,2a05f3a5-cb4f-4b6c-9a83-2f8c00033f27,tch_20200713-103946_13
std_1594617608143_17,4adbba46-ad6c-4083-9465-12e58d9733a5,tch_20200713-103946_17
std_1594617133008_6,74d34077-1ad7-4678-8fb1-5fdeafe3143b,tch_20200713-103946_6
std_1594617295998_10,7bfc7b8f-a7c8-4b23-add7-8bc91c5d4840,tch_20200713-103946_10
std_1594617143503_7,7114c28e-7af9-4294-a3b0-9fd73f80c2a6,tch_20200713-103946_7
std_1594617459012_14,b3c8d6d5-23c2-430d-aa28-eed51f6f2edd,tch_20200713-103946_14
std_1594617471527_16,dfe1eb75-63a7-4ee9-a188-3dc701804476,tch_20200713-103946_16
std_1594617463432_15,dbd06d7b-c701-496c-8eec-dc781cb725f1,tch_20200713-103946_15
std_1594617629899_20,368c0227-1d81-4a53-a402-8781643e7688,tch_20200713-103946_20
std_1594617309793_11,d971b477-d85e-40c9-b47b-e6719810c96a,tch_20200713-103946_11
std_1594617629895_18,dc6f52bf-9ba5-4ae9-b3b4-25afeb3f043c,tch_20200713-103946_18
std_1594617155761_8,9469be64-5b4d-48c8-a48b-1639570d5efc,tch_20200713-103946_8
std_1594617308422_12,118b650c-0d3b-4b68-aca7-a949f49d72d2,tch_20200713-103946_12
std_1594617636594_19,042ed2e5-ef03-4b00-931d-7142c391fb91,tch_20200713-103946_19
std_1594617165721_9,86b9fe24-cbc1-47b6-b575-60b69ac78381,tch_20200713-103946_9
std_1594617332468_13,60052fca-332e-4557-87b4-65bd5e6253a9,tch_20200713-103946_13
std_1594617495724_17,84ad51ce-5778-4141-bdb8-1b386d548993,tch_20200713-103946_17
std_1594617646956_22,f34beb69-dd90-418d-8dbf-92355bdd07c2,tch_20200713-103946_22
std_1594617183851_10,0ba69237-16c0-434b-9856-fbaa18589556,tch_20200713-103946_10
std_1594617341471_14,d91c0a9e-57af-4900-a188-d2f7bb1edc09,tch_20200713-103946_14
std_1594617652659_21,969af011-86be-45d1-8cca-99b13b1b9dc8,tch_20200713-103946_21
std_1594617362514_16,d53144c7-0051-4c1c-a211-c5d21de38820,tch_20200713-103946_16
std_1594617346197_15,5216fbef-7918-485e-ad94-df4c2b1d17a1,tch_20200713-103946_15
std_1594617196026_11,6e63dc07-6d61-4e68-87f7-73c317cfd47c,tch_20200713-103946_11
std_1594617509459_20,9e951c83-40e8-49dd-a5cf-410b71222e72,tch_20200713-103946_20
std_1594617512449_18,a500bbf2-28aa-4c8c-bcc9-c0756f7c92bd,tch_20200713-103946_18
std_1594617673457_23,bebd864e-74ec-493d-8aa1-855088b645a9,tch_20200713-103946_23
std_1594617203547_12,0755ac37-0c03-4e3c-a89d-45bb1b031e01,tch_20200713-103946_12
std_1594617525245_19,c1d0f81a-77b5-4df2-95c7-99a82ba6b93e,tch_20200713-103946_19
std_1594617213926_13,85f7d60c-7cd4-4cd7-a46e-8046c4d86cdd,tch_20200713-103946_13
std_1594617382565_17,7bda5c24-dd7e-4b77-ade9-f56d0569487a,tch_20200713-103946_17
std_1594617533387_22,4ef3a58c-2fdb-4a5f-a157-a98ce4522c49,tch_20200713-103946_22
std_1594617698431_24,e31bd843-dd36-46a5-af07-d3190ace46d3,tch_20200713-103946_24
std_1594617227088_14,f5361353-5fad-4459-8b69-bb16e869049e,tch_20200713-103946_14
std_1594617536664_21,a70e6b9d-5821-45eb-8729-2834ac506b29,tch_20200713-103946_21
std_1594617248021_16,eca363e7-0844-4326-8280-ebe6666910a4,tch_20200713-103946_16
std_1594617403176_20,a8262a3c-4c24-4c9a-89bd-d5666673dad1,tch_20200713-103946_20
std_1594617236802_15,94dbb4cf-144d-41db-935f-c2f3c67031fe,tch_20200713-103946_15
std_1594617717992_25,8db03acc-abdc-4af1-92d0-9c7e758165ea,tch_20200713-103946_25
std_1594617388091_18,102fa6a2-7eb2-4b02-a4d3-8a5e69fb1058,tch_20200713-103946_18
std_1594617555117_23,c9e5050b-9736-45fa-8117-50e44793ff0a,tch_20200713-103946_23
std_1594617727636_27,b26baa77-2b61-4682-9b2f-486b4a1720ae,tch_20200713-103946_27
std_1594617716691_26,a6ecf5a3-2771-4d1a-893a-e7fa0b412e0f,tch_20200713-103946_26
std_1594617408547_19,18b4a110-107a-4a95-a0a7-680a067203fa,tch_20200713-103946_19
std_1594617265098_17,73c0123d-bf98-4b1e-98f9-93d98d91505a,tch_20200713-103946_17
std_1594617735773_28,40e82c4b-4409-46f8-bd50-6b88cbc43827,tch_20200713-103946_28
std_1594617428222_22,915fb104-125d-42cb-a650-9cfd9afc9873,tch_20200713-103946_22
std_1594617578675_24,b7deeccf-c124-4310-bc38-57fb0bfec6d4,tch_20200713-103946_24
std_1594617739059_29,1b719727-ef1a-448d-85f5-c0b8d5038c24,tch_20200713-103946_29
std_1594617763116_30,91d90db5-a11b-4139-b868-c38d7a273727,tch_20200713-103946_30
std_1594617299000_20,5d65f91f-9940-490a-81f3-ecc904db01fe,tch_20200713-103946_20
std_1594617601603_25,0028a39e-0553-4816-b3af-911384e37864,tch_20200713-103946_25
std_1594617274753_18,8cf2e88b-eb8a-41e5-9997-f20bbea04bff,tch_20200713-103946_18
std_1594617446389_23,3adb3bfc-0648-449c-abfd-63476c27c6f5,tch_20200713-103946_23
std_1594617614248_27,db4f9407-d126-4615-91e6-4fb913d3d381,tch_20200713-103946_27
std_1594617425418_21,c03fae5e-2c58-4002-b9ef-10f8729ec360,tch_20200713-103946_21
std_1594617288388_19,42411318-1c83-4c1b-8ecd-5f5a7b02cf14,tch_20200713-103946_19
std_1594617626982_28,8521f76e-4d11-43c1-84b1-ce3ee1ad5c7a,tch_20200713-103946_28
std_1594617325456_22,336fe23e-795f-4513-8078-3b65c45a717d,tch_20200713-103946_22
std_1594617465307_24,e56b29d0-93eb-4469-a057-4a194ba57a13,tch_20200713-103946_24
std_1594617789527_31,a4f612da-b45d-4fde-b727-1e9a03031e6a,tch_20200713-103946_31
std_1594617629895_29,c04be485-7f5b-4c19-8187-79bedc974c50,tch_20200713-103946_29
std_1594617787813_32,dae17232-de9e-4589-9b7c-843d2eaceaa4,tch_20200713-103946_32
std_1594617799308_33,f119325e-ba97-49be-8f24-72c5aca229d5,tch_20200713-103946_33
std_1594617644604_30,40ac2432-9740-424d-9c1c-8ea85fcd7837,tch_20200713-103946_30
std_1594617483633_25,20fbdaf3-a180-448d-a64c-db60d09de6f2,tch_20200713-103946_25
std_1594617485127_26,edad961c-27d1-461c-8198-db9c6052acc2,tch_20200713-103946_26
std_1594617492698_27,0c9d9722-77b5-4304-8c27-0469349696e8,tch_20200713-103946_27
std_1594617330561_23,01c2dce8-fa6a-4f30-a842-a5f16b7d3344,tch_20200713-103946_23
std_1594617805005_34,3e3ae5ac-7b3a-4ac8-bcb5-571c943302f7,tch_20200713-103946_34
std_1594617821140_36,952bf0c7-ee3e-46b1-aef9-546e751f8ccc,tch_20200713-103946_36
std_1594617310010_21,0a86ac14-37d9-4c86-ae6f-616e78f5f74d,tch_20200713-103946_21
std_1594617820162_35,b9ce7f0d-2201-4e54-a463-86ac0af8e43b,tch_20200713-103946_35
std_1594617510174_28,439e0b87-322e-4d6e-bfb3-c94656b969cc,tch_20200713-103946_28
std_1594617347553_24,55dd2f19-a69d-4c0d-befd-94e97de6bd5f,tch_20200713-103946_24
std_1594617675983_31,0b6d95fc-5243-4ed4-af47-9e378d66154f,tch_20200713-103946_31
std_1594617514793_29,c922544c-3c41-4087-a88d-80267452cf21,tch_20200713-103946_29
std_1594617673667_32,7b17a00d-a831-4703-b5cc-d45a2e0d17ac,tch_20200713-103946_32
std_1594617689555_33,1a3808e3-9a6c-4817-b8b4-1498367b8832,tch_20200713-103946_33
std_1594617540697_30,322873e3-b0ab-46f9-a5fc-2fbe010f085f,tch_20200713-103946_30
std_1594617363444_25,f34a4bdd-5269-465f-b8b9-c14d7eb59c6e,tch_20200713-103946_25
std_1594617861164_37,3cbdca13-0f9a-4a63-b3bd-d8fa74f06559,tch_20200713-103946_37
std_1594617383816_27,07ff2366-46ba-4ab6-9021-951ad28192ae,tch_20200713-103946_27
