tchextid,stduuid,stdextid,groupid
tch_20200707-190049_49,4b627531-c058-11ea-bcda-0242ac110002,std_1594129603530_49,da04d947-5ff2-41de-9398-866a5a3282f3
tch_20200707-190049_46,fd6f9f65-c057-11ea-bcda-0242ac110002,std_1594129472771_46,792a9b4a-aa35-4a31-8686-77242ac34544
tch_20200707-190049_48,38969875-c058-11ea-94cc-0242ac110002,std_1594129571980_48,80e85c09-2b06-4212-9b39-34a2ca6132bd
tch_20200707-190049_53,f7b7e376-c058-11ea-94cc-0242ac110002,std_1594129892634_53,094b7c0c-515f-4ded-9e2e-16a02d9e4866
tch_20200707-190049_45,db58d14b-c057-11ea-bcda-0242ac110002,std_1594129415574_45,aaf8fa1d-7ca8-44c4-a530-6197c932dca6
tch_20200707-190049_56,1d8550c3-c059-11ea-94cc-0242ac110002,std_1594129956066_56,19874dc9-9fd1-4400-9b78-a6fd69ad5739
tch_20200707-190049_55,198a7cd9-c059-11ea-bcda-0242ac110002,std_1594129949408_55,790c0405-3839-4f37-97fe-86f78235c3f9
tch_20200707-190049_52,bd3c6bd9-c058-11ea-bcda-0242ac110002,std_1594129794520_52,d731c671-cdfc-4ae4-98ef-17d562d4f585
tch_20200707-190049_57,2db43ba4-c059-11ea-94cc-0242ac110002,std_1594129983212_57,d53bc438-ac17-4ec7-a25c-26872c38883a
tch_20200707-190049_50,67829f5b-c058-11ea-840b-0242ac110002,std_1594129650723_50,e9f95f3f-22c3-4471-b9e4-6a5f8f07a750
tch_20200707-190049_49,3fd0e076-c058-11ea-bcda-0242ac110002,std_1594129584130_49,da04d947-5ff2-41de-9398-866a5a3282f3
tch_20200707-190049_46,f0fb24fc-c057-11ea-bcda-0242ac110002,std_1594129451861_46,792a9b4a-aa35-4a31-8686-77242ac34544
tch_20200707-190049_54,d1c735bd-c058-11ea-94cc-0242ac110002,std_1594129828978_54,b038bffa-9e97-409e-bdb9-e304bed897ca
tch_20200707-190049_56,10818f84-c059-11ea-94cc-0242ac110002,std_1594129934242_56,19874dc9-9fd1-4400-9b78-a6fd69ad5739
tch_20200707-190049_52,ad3bbe0b-c058-11ea-840b-0242ac110002,std_1594129767678_52,d731c671-cdfc-4ae4-98ef-17d562d4f585
tch_20200707-190049_55,0b6ce6fe-c059-11ea-bcda-0242ac110002,std_1594129925721_55,790c0405-3839-4f37-97fe-86f78235c3f9
tch_20200707-190049_57,1f7e3abc-c059-11ea-840b-0242ac110002,std_1594129959382_57,d53bc438-ac17-4ec7-a25c-26872c38883a
tch_20200707-190049_50,5a985925-c058-11ea-840b-0242ac110002,std_1594129629046_50,e9f95f3f-22c3-4471-b9e4-6a5f8f07a750
tch_20200707-190049_47,135628b9-c058-11ea-94cc-0242ac110002,std_1594129509480_47,741691eb-6cb9-4fc0-b690-f5c40f769090
tch_20200707-190049_46,e3a23e76-c057-11ea-94cc-0242ac110002,std_1594129429396_46,792a9b4a-aa35-4a31-8686-77242ac34544
tch_20200707-190049_54,c697710f-c058-11ea-94cc-0242ac110002,std_1594129810141_54,b038bffa-9e97-409e-bdb9-e304bed897ca
tch_20200707-190049_56,025d90b9-c059-11ea-94cc-0242ac110002,std_1594129910505_56,19874dc9-9fd1-4400-9b78-a6fd69ad5739
tch_20200707-190049_52,9f743757-c058-11ea-840b-0242ac110002,std_1594129744573_52,d731c671-cdfc-4ae4-98ef-17d562d4f585
tch_20200707-190049_55,fd1b48a5-c058-11ea-840b-0242ac110002,std_1594129901703_55,790c0405-3839-4f37-97fe-86f78235c3f9
tch_20200707-190049_57,11eb800a-c059-11ea-840b-0242ac110002,std_1594129936558_57,d53bc438-ac17-4ec7-a25c-26872c38883a
tch_20200707-190049_50,4d31b6a3-c058-11ea-840b-0242ac110002,std_1594129606546_50,e9f95f3f-22c3-4471-b9e4-6a5f8f07a750
tch_20200707-190049_47,04817771-c058-11ea-94cc-0242ac110002,std_1594129484618_47,741691eb-6cb9-4fc0-b690-f5c40f769090
tch_20200707-190049_54,b75160fb-c058-11ea-bcda-0242ac110002,std_1594129784569_54,b038bffa-9e97-409e-bdb9-e304bed897ca
tch_20200707-190049_51,7d477022-c058-11ea-94cc-0242ac110002,std_1594129687240_51,ee2b6ca3-a171-4455-9f59-1ef0fbf8b44a
tch_20200707-190049_57,041cccec-c059-11ea-840b-0242ac110002,std_1594129913453_57,d53bc438-ac17-4ec7-a25c-26872c38883a
tch_20200707-190049_47,f7bfa148-c057-11ea-94cc-0242ac110002,std_1594129463211_47,741691eb-6cb9-4fc0-b690-f5c40f769090
tch_20200707-190049_48,1d9c02ad-c058-11ea-bcda-0242ac110002,std_1594129526745_48,ea0db386-7078-48cb-93fb-2dd3c8facd2f
tch_20200707-190049_54,ab621c33-c058-11ea-94cc-0242ac110002,std_1594129764574_54,b038bffa-9e97-409e-bdb9-e304bed897ca
tch_20200707-190049_51,6f14f1a1-c058-11ea-bcda-0242ac110002,std_1594129663400_51,ee2b6ca3-a171-4455-9f59-1ef0fbf8b44a
