teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200514-094916_69,class_20200514-094916_69,ft2z-7HF3,f94601ba-9fd9-41d7-8e9c-bce57e41645d,c3c51633-f6b0-41d7-8d29-11bbfb02f62f,52bfdb13-1091-4c39-83f7-808185a64677,de0d160f-7ad4-456d-87bd-89e4b384c8bb,9e1edde5-749b-4233-83e5-52edce67d996
tch_20200514-094916_70,class_20200514-094916_70,CEC6-VgcF,7b6ce161-297f-4f5f-b3fe-e43754fb616f,f753ad3b-9438-4a41-8774-c7e8e3ed821b,30da0953-c4e8-4d9e-8cc8-744c76884e29,04f033d9-18ff-44b2-b1af-8a974d271f2a,d8efe9c8-0531-43cb-8b60-80c768ef75ee
tch_20200514-094916_71,class_20200514-094916_71,2uDf-9TxZ,db16bbae-89a4-4ad1-b2e9-9e4879f3d6dd,b66e38b8-76be-4225-8f60-7f12729fa3eb,8d03d559-848e-46b6-a02b-5a3487a0eba7,966bcef5-9e3f-4e97-ba07-33ab921bb48a,caf48b47-7573-4cb0-8cdf-d9f13c9d024e
tch_20200514-094916_72,class_20200514-094916_72,xq2m-A93w,156077cb-8f3e-473c-bf1c-c406897fcb9b,ae8bb9c1-cb1f-4b09-805d-0e0e5abc82d0,be05d84a-8598-46c5-8095-624b55b92a34,ad26c1f9-eab1-49d0-a33b-9f608b53a802,32c07cc4-abef-4e0b-99ea-4d958df67f98
tch_20200514-094916_73,class_20200514-094916_73,R7R7-3dF9,7404a150-9a08-4f08-9e57-d998d72c7c31,a95a442e-a20d-4a54-bff0-25b684f513fe,8d732747-84e3-46ce-9eb6-265dc0894bfb,8af4490b-414f-46c3-a4a9-3cbea592e76b,2934ac94-eb32-4e2e-b2bf-50c2a1d5543e
tch_20200514-094916_75,class_20200514-094916_75,FE6o-pRAi,27cb1661-3be0-460d-a0cc-1f6eb2e6f837,34aa9bda-e699-4b82-a623-8799c0dba9ba,9d5d7ae5-b4ed-421b-a006-a24db2add0df,21124db0-de3b-4492-8769-f3400e65a73e,afe852fa-25bd-497c-95ca-f4deab18cb33
tch_20200514-094916_74,class_20200514-094916_74,dsT2-HnjW,a955d40c-e5fd-4150-ba12-e0f666b1acef,e5b7539a-a755-4aa8-a616-ed687edfc6fc,8243e69b-fdf4-4dcb-a6ec-c5197c5f3cea,574031e6-f692-4d37-8f25-37e41cbd1498,3550d94c-ff34-4350-ae69-67e55da53fb5
tch_20200514-094916_76,class_20200514-094916_76,KaVC-gAQ7,749f3d25-779c-4b56-983a-58aa71409ee3,63b6c298-b971-4727-a9fd-ca8c939f5cff,1718de21-9936-4d46-8aba-3ef10f0b242b,68e75971-fad5-4a9e-b552-e2204e9ee473,ed6dd429-bcf3-4eb6-b578-0dc9eb711d6d
tch_20200514-094916_77,class_20200514-094916_77,2F76-gb6D,79998037-8dbe-4679-a9c6-435883b6b8f5,64671236-4592-4f66-b854-00ce58db14f2,07ca200d-376f-4a5d-b239-067d3d4b9eec,69b4dc31-2b0e-43a4-8559-383f5f50bd25,01ebe6ec-5a60-4cd3-a340-672ef6bc907f
tch_20200514-094916_78,class_20200514-094916_78,j2cg-JbVM,67440b03-433b-4324-afa2-87080e41018b,ace2ad87-c782-43ab-bf22-0ae1f8d610fa,771d8434-69bf-4841-a495-5eb3cdb91aa0,dab112cd-b854-4924-a463-51f9716e6a30,2aa6610f-a042-4bb5-b11b-0368dfebb3b2
tch_20200514-094916_79,class_20200514-094916_79,82h8-z2WB,12f7f0e4-131d-4493-9d7c-65ee89a2091c,4e9af6b3-76ef-456f-b3f0-271459bf008b,a13be8e4-06ef-4ad6-bd46-9002e9eadb61,579cfa46-6ba4-4092-ac53-9349bef6de0f,f6700718-b3ba-455a-9f7f-3b0bd3326efe
tch_20200514-094916_80,class_20200514-094916_80,x2Yw-v7YB,52a5f899-c04f-49a0-9663-c108d1c660b5,4316bac3-98b8-44c0-bff0-167ca72c4ce7,12d46c98-b34e-4869-affd-9f1ac06f3eff,95ab5634-7937-49e8-95aa-d60b3d842b23,d782dc58-7ded-4686-99f3-ac46c24ea188
tch_20200514-094916_81,class_20200514-094916_81,guH4-NKa7,8b92ac07-9967-453e-a3e2-165aeb99a905,45d6f4d9-0b11-4345-b56a-734e655f5f77,d662dfdb-699d-4301-b7f4-a5c649b06368,4861d415-1a06-4293-92cb-fb1ff4b05024,eac85e8a-b8c3-4613-82c6-069535aea8c9
tch_20200514-094916_82,class_20200514-094916_82,mhZs-C3nw,127fc858-dadf-48f3-ad28-a45c96fef6bb,0626d7ea-987f-47ed-bc06-6be90a77e8f4,cd26d8d9-c59c-4f6b-9f28-943deb270cb3,e4379977-b6f2-434b-937a-548c2a7187d3,b73eb7ae-34a4-45fd-a2fc-ccd4d92d46cb
tch_20200514-094916_84,class_20200514-094916_84,WGDA-vA46,87623e53-3cfa-4296-add6-9436971b7504,dcc4080a-5b65-4920-8704-2a46f92d6205,c30e555c-2e45-4df6-b7f8-1e9c5531d59f,76a08271-9f16-43e3-9d2c-7789c4f10e07,6289569a-beb1-482b-9d99-c5211dd6cbea
tch_20200514-094916_83,class_20200514-094916_83,8ver-c2mv,68346b46-6960-46be-b680-6d517ced2046,57930ce4-79a8-4b4a-a8f5-75c09d7334a2,4b918310-eac9-4cb3-8ec9-dc2d5abb8a02,6e557800-bfb1-40f9-a8c9-fbb26d66e4e3,0cd4e0ef-d446-4749-8773-2df20610d1f9
tch_20200514-094916_85,class_20200514-094916_85,8Acn-qKX4,46cc7f58-acfd-4803-8532-ece66c5629da,3ac35933-4dae-4424-821d-458423685d36,b74e97df-6c05-4cd6-9d62-bc86f21a9c22,c5eb93ca-a759-42d4-8cc0-82466e681342,0bc3ab6e-3029-4745-be4a-dc30090377fa
tch_20200514-094916_86,class_20200514-094916_86,pQEW-KPCj,6f53d2a9-767c-416f-8c8c-d3ba60344388,4bf14fe3-401d-4807-8ef9-d0b929c60448,d7559cd7-a7c9-4f8b-a05e-77d70e708261,88e7b681-8451-4de2-ac8b-78e603812cd4,e1264465-485d-409c-96e2-a6c389ff8033
tch_20200514-094916_87,class_20200514-094916_87,Pfv7-QK6Q,afea1853-21df-43b4-9598-ace39fbfe362,abe171f3-f952-4f03-af72-f9024344cc7f,860fde9e-9b9b-4836-b4c1-ac7e715f6556,1583d9a8-075b-4a8d-b077-59bcbceb824a,b7813558-6e7f-46df-a93c-e40eebd487f4
tch_20200514-094916_89,class_20200514-094916_89,KTv9-ve3G,35362dad-1d2a-4850-be2a-46e9f831318d,f9bfd939-a3fc-4785-9204-50052439d81a,74430a1b-3aeb-4f02-b737-128c43eb21fe,b6bee8cb-6127-4bcd-9c77-b43be6e41b26,1a790ebb-9a1b-4200-9d01-21a30ea3822f
tch_20200514-094916_88,class_20200514-094916_88,EFZf-24sU,09edc200-740e-454e-9c94-2e7639603b22,399d3b5d-68a5-4de2-9214-6b421ec18cfc,2981a663-cb20-486f-887e-e34a9a3fc6dd,e9e53635-2481-4614-8bf8-5c3168bffa82,32af0227-1201-4456-8a4a-4209f62a59fe
tch_20200514-094916_90,class_20200514-094916_90,gJF4-kifp,dac7f46f-83fe-43d9-af5b-19720757e446,2ae86af1-2cd7-4a1a-a6be-8a55d173e899,5b8deef4-8319-4d51-be6d-7a7f3a1fcde0,24415320-59a1-4b05-8d07-71e9d76ce9d2,b97ec50e-3b71-494e-9fb0-aa94864c5b7d
tch_20200514-094916_91,class_20200514-094916_91,Quca-DQ4P,d40ca182-c0f0-4f96-9dd4-9be38c8aa96c,7ffedccc-336c-44f4-bafa-3affa97537cc,eb7e2ac9-3d34-4f7b-96a3-8805714c700f,476bb7be-f289-45b1-bbd9-d4e72379df07,8970d31b-b88a-40c9-b9da-2715e71c8c43
tch_20200514-094916_92,class_20200514-094916_92,8tkH-M4Z2,234bcddb-5ff9-4ebe-9aea-ac8c491b132c,04713d83-6ba3-4db5-8840-8739453a95d0,88644b06-5473-44b4-b4b9-f4670bfbe02a,bb2ddbc9-cd6b-4241-9c59-c2b7d803ed8f,80e682ff-a78b-4ccc-b8dc-b61357143d2f
tch_20200514-094916_93,class_20200514-094916_93,hrvc-8fN6,7982c400-6e0e-49b6-9dc7-a4d5533d6edf,28f51c8d-7d7c-4dd9-a53e-6249f6b6b986,6af9f2d9-72ff-4ee7-b896-1619855b5524,fc3b6084-d8b0-42f9-bea3-c1ed79fbcc5a,18968043-8252-4343-aba3-8412789bec2e
tch_20200514-094916_94,class_20200514-094916_94,6Xq7-FZjh,7078bf89-15bd-4b79-b6c2-5588b68ebdba,c6b7e2ca-18ff-49e6-894f-85d06ae60332,1e9e4009-81df-4bc2-bdd0-bf3d105bbff1,e80c02d3-ebb4-43f4-82bb-59909ddd586a,eda9d8d9-e6c9-4760-a269-f3e19874ddff
tch_20200514-094916_95,class_20200514-094916_95,Fyrz-38nk,ed91287c-b528-4f16-a883-c1d244a61f31,665df6b9-6883-4fe2-b491-71860a49914a,0a88b4df-c127-4fa5-bded-07767537767c,cd64b400-5333-4f66-ac52-6162d4679ff2,3c29c33e-63ea-4143-a66c-6953a5b492b9
tch_20200514-094916_96,class_20200514-094916_96,R9ms-8ce6,4821b6a7-d9d5-4eb5-a097-5b10b92022ef,7179ba91-32d8-4909-9f1f-22965de92711,e0b3050e-7fe6-4e65-85ff-ef0d0c0961e0,c456a7ac-3eae-4bde-8b92-a4c97c9c633b,96eb8791-87ff-424b-8b19-47003ab39616
tch_20200514-094916_97,class_20200514-094916_97,3Kt9-PABk,342de598-a006-4e32-b067-dd8f5cd0e777,bb80c743-3d47-441e-a1ac-d654165f8dc3,cc12140e-c32b-4496-b724-4e4944dc50ed,767b4b2f-c73b-4347-9293-dea5b77f0e57,7db33e82-fc32-4ec3-98e4-6401ce451e83
tch_20200514-094916_98,class_20200514-094916_98,d3Gi-6nPC,8b80b19f-e114-450b-aec2-86dd3b69089c,cbc1b929-cef0-4870-a2fa-3bb77868148c,4f4f824f-8551-4026-8574-379bf878dde3,4569dd6f-e1f9-42da-8319-2c4f0a2d007a,a8e5221d-252e-43b6-a8e7-1b6aadcd3284
tch_20200514-094916_99,class_20200514-094916_99,K2XG-Rs8p,d09a7b3f-4cb3-4578-9d82-450dae0f280a,46d70dd7-2292-4c89-9c57-e3b7296073be,fb75e993-d8e8-46c8-af5a-8b750f02cdfd,7632f704-7999-48ff-bd9a-c3b95e37a68f,8ff58c92-1c7a-4c2f-a9cd-caca7d91d674
tch_20200514-094916_100,class_20200514-094916_100,HnYJ-zrcb,d153180b-dd04-438c-b37a-b36b0de388fe,55789cea-bb96-40e5-9070-26476cdc7d1b,57ba33cb-11e3-448a-a49d-b330c31e3f7d,97576b57-c8b3-41e5-bff5-fbfd4eae5bf4,d48ebc87-3691-407a-b01f-88be00aef3d7
tch_20200514-094916_101,class_20200514-094916_101,L3V9-hi9B,19ab0b7f-e996-4ed6-ac98-c63b568e8c08,c01b85cb-2e20-4fac-8a70-48afe52d5731,7b9eb587-1cee-4bc1-b6fe-3a16fde4d085,4c6977d8-85c4-46a7-ac39-2ae144162f7c,498e8957-8312-46db-9bce-5a9bb9d01515
tch_20200514-094916_102,class_20200514-094916_102,AtNs-yQj6,f187daae-0007-4359-8b1a-f374ea5bc0f5,dbad62de-d984-4182-a021-32505b571e6b,c42b335c-60ec-4fb5-811b-792a563685ca,2edbef8f-923b-4b32-a720-7c5504fc91ca,5c718c1c-ecbb-41b0-91ab-78283fa8d1d8
tch_20200514-094916_103,class_20200514-094916_103,ginH-Rxag,f3cbf6c4-6406-48cc-91a1-5b5e744c8745,67e114fd-cdc0-4dfb-91b8-0a1587594326,c5122e0e-b0d9-4ebb-9b0d-7f46c720b31a,8863ba30-ee95-47ba-ab3d-c0faa6648ebb,96bd90eb-de91-405a-9f61-7e492c11fa0b
tch_20200514-094916_105,class_20200514-094916_105,26C6-r6b2,24a611e6-17b9-462f-a54d-7ceff9b73a9e,3dc3a818-8314-4f7c-8283-2e254477ce7d,5e47fa43-0cc2-4c94-8466-6d188f70a116,990be8a5-1c34-46f6-80c5-87b4e066ccd0,f849b742-672e-4cec-af2a-b7d98c937de0
tch_20200514-094916_104,class_20200514-094916_104,QpFu-bXzN,67e953ab-4260-4e9d-8f42-1c686b5497eb,5f07e0eb-a89b-433f-b575-0d67a778f0e5,0ad9dac4-dc1b-4646-a12c-7a801072e619,3c6dc02b-3b7d-46a4-a04a-ec86b15933fa,882ab51b-c02f-4b6a-947f-826d0afb6e2a
tch_20200514-094916_106,class_20200514-094916_106,V8a9-vD7K,bd30642c-1143-408b-aeb8-e594dd4b41b1,3dce344b-e7dc-4e23-afa9-027a94691960,5451b79a-8ae3-44a7-aac0-cd49b5eac190,0b47f597-075c-42b4-909f-d89dc01da31e,5a17d6bb-0f91-4462-a51f-695af21f07bc
