tchextid,studuuid,stdextid,classtitle,classcode,ag1,ag2,ag3,ag4,ag5,groupid
tch_20200626-122441_21,e459f5f8-b77c-11ea-94cc-0242ac110002,std_1593155777566_21,class_20200626-122441_21,rebG-YgVc,6d66e5bd-ae26-4af2-9877-f611cd2e603a,982de4cd-5f80-4729-bf9f-7488cf372516,581ea31a-6e75-4146-8eb2-ec9191bb0c47,36863870-9e2f-4505-b433-1eba0d9e48c6,84e1465e-f05e-4310-bac7-af405789e4ea,c0dd2861-ee9a-44d9-9cc3-9c2ccecaeee9
tch_20200626-122441_19,dbb12a3f-b77c-11ea-840b-0242ac110002,std_1593155763014_19,class_20200626-122441_19,94v3-FiyX,e4af8a47-a02d-4372-9335-c066350fcbb1,f82c8293-2ef5-4e8d-8e82-7a1ee9a1222b,2834307a-e132-4047-a708-eda61c36cc0e,a9ae71c6-c870-4f88-b9da-7a7f25d45645,f80f1fed-5dbe-42ad-a951-19b3f2aa7a35,f1771bbf-0ac3-4fc2-b143-ab806d3302f3
tch_20200626-122441_5,e1cb0dc7-b77c-11ea-94cc-0242ac110002,std_1593155773265_5,class_20200626-122441_5,WUx3-Qz6v,404550d5-6688-4caa-a4c1-6049de6d420e,5204636d-34e2-4a95-9261-a97f7da7daf1,933eb3fd-b18a-443a-af84-8b8e7b08051b,08ddcfcd-ce01-4500-b769-ffb6aeb7ebfc,a8927f83-03d1-4e4a-9c4e-90300e771f86,463fab73-1cfd-4f68-aefa-1f1dfa3e39df
tch_20200626-122441_15,ded4b189-b77c-11ea-840b-0242ac110002,std_1593155768275_15,class_20200626-122441_15,834J-7heW,1a47a6ad-9c50-4e12-b75d-afc394638e44,2d7f67a9-1330-4291-a121-23109094543c,6e0e47ba-4dd0-4eda-baf8-c7c85f1d8fd0,d869e0b5-c042-4e7d-878a-fad1fa9214ad,52236379-0559-4b63-9926-6ac57cb0588c,fdb1d3ce-6117-4f94-a5b2-a685cda6b0cc
tch_20200626-122441_14,e07f7b45-b77c-11ea-840b-0242ac110002,std_1593155771084_14,class_20200626-122441_14,7tU2-N4EB,2352a603-f2b7-4e63-8002-a2470ff5ec45,ad094084-d5fc-456b-8b71-af1c2b8446d3,8bb83e44-e2e3-4287-b1f5-f1e322aead44,0ae24fdb-276c-468a-aee3-c1474d114dbe,f8ac0c35-2d83-4e1b-b959-718906016e1b,33e50b42-dab3-4bd9-aa52-35b204f3d974
tch_20200626-122441_12,e4966277-b77c-11ea-840b-0242ac110002,std_1593155777974_12,class_20200626-122441_12,2w4r-oMm8,cd3236ee-e83f-47f9-8ab0-ff49a0c22b0d,947d7c40-7494-4b5e-b885-7cd43652a651,7480f061-f0ca-4f11-abe1-e62abd66ba8b,a06dce24-4406-4eba-8f3a-8b27ed112bcb,56d04b8d-acd3-4730-8684-d30d8ed4205e,2d3f34d3-726b-4789-a8ea-26a9fe68dd97
tch_20200626-122441_13,e89a10c4-b77c-11ea-840b-0242ac110002,std_1593155784679_13,class_20200626-122441_13,wzBW-skco,ea1278cf-a193-4a7b-8157-df05d7b158d5,9396a50b-1ec3-4b0e-b309-c8c1df8473f6,72bf54dc-548b-4947-8c01-194169e7d33f,2f7d6eff-ddaa-4326-becc-b06763ebf2a2,57130d43-75a3-4f7f-aa91-eeb10f4ffd7d,00092edb-5eb2-4f1e-9cde-66b7ecdc533b
tch_20200626-122441_18,e11eef5a-b77c-11ea-94cc-0242ac110002,std_1593155772165_18,class_20200626-122441_18,4i8P-rWzd,e0c827f5-3456-4b10-85fa-e01055560794,5dd09fff-358d-4166-adfc-4676ae618937,2159a915-3756-42b8-bfdd-a81306e8cafe,3bc05db1-567c-4657-96b6-0b9e8d8adb4d,a8970db7-cf2c-43b9-8ff8-70267cdd998b,75c9b782-2b6d-4392-b67f-5555eca16379
tch_20200626-122441_11,e3c6b6fd-b77c-11ea-94cc-0242ac110002,std_1593155776587_11,class_20200626-122441_11,v6PN-yMzx,6edfbd06-9b58-49f8-82c2-6b122824e525,b9d9680f-f9d1-4652-aed6-fea3620646c3,727a2b51-6105-458d-9903-53c1ec0d4aca,c5e09fd4-eb51-496f-b2e3-b779cf449d0d,99353303-ed37-4be7-b2c3-d9f2813f8f91,0611c86c-bde3-4780-b035-830d1b9026ca
tch_20200626-122441_4,e2dc0920-b77c-11ea-840b-0242ac110002,std_1593155775065_4,class_20200626-122441_4,VHi2-KDgs,5a96a6a5-e3d8-41e0-b0e5-c7d1666ea60f,1448f814-431b-4dca-9488-fd979c464164,1ee39838-8021-40f4-b5ba-af0dd9812e3d,020d95d5-4f4f-4323-ac34-515fefc57ee6,296e5306-1ffb-4672-a89f-6adc6b98a0c7,fea35534-ace6-445a-8a4a-16eda2aae1fa
tch_20200626-122441_22,f1e02e76-b77c-11ea-840b-0242ac110002,std_1593155800252_22,class_20200626-122441_22,wDTW-yap4,a66f2cab-06e2-4332-8607-af532855d4a9,03f57431-5826-4085-b696-63eadb2f6e9c,58ecd74e-fe52-4a8d-8b2e-24111a182640,8582d0c7-a068-4fbd-b704-abe8a6f25cf3,db5df4e5-e550-4fcd-8d40-53bb0a075f7b,1ff91738-3f97-453c-92d3-26d488c1d20a
tch_20200626-122441_24,f12235d4-b77c-11ea-94cc-0242ac110002,std_1593155799001_24,class_20200626-122441_24,PY2r-qnhr,43799b18-dc38-451d-94b5-d71db2920b58,d2407352-810f-4400-8ff7-d9187627e46f,cb14233a-923c-448c-a473-09b4b4ee8d32,22156902-5b2e-4978-aff4-d064448de910,6245cec0-5348-4f89-a075-6aa366c48ff9,7fcf2b3a-3c99-434d-b4df-ab3f1e2bc179
tch_20200626-122441_2,ebe21037-b77c-11ea-94cc-0242ac110002,std_1593155790195_2,class_20200626-122441_2,g8fW-boKm,a9f3f010-a828-4ad3-a1d1-83ce076c6062,6410f851-7f5a-4d23-8c4f-dcd4345fc206,59a28813-7fc0-430c-86b2-5bfe45a4cd62,2b2d6420-c634-4514-addb-547482acba4c,091ab725-1c5e-4c73-b4f6-131ef88d3c52,39288574-df63-4402-8ac6-dfafbec282dc
tch_20200626-122441_21,fa5259cc-b77c-11ea-94cc-0242ac110002,std_1593155814424_21,class_20200626-122441_21,rebG-YgVc,6d66e5bd-ae26-4af2-9877-f611cd2e603a,982de4cd-5f80-4729-bf9f-7488cf372516,581ea31a-6e75-4146-8eb2-ec9191bb0c47,36863870-9e2f-4505-b433-1eba0d9e48c6,84e1465e-f05e-4310-bac7-af405789e4ea,c0dd2861-ee9a-44d9-9cc3-9c2ccecaeee9
tch_20200626-122441_3,f6538d8c-b77c-11ea-94cc-0242ac110002,std_1593155807721_3,class_20200626-122441_3,xmbD-tgak,e72c1aaf-d5a6-4ae0-95e1-c8908c638efb,85f1f758-c7ca-447e-8344-8450467abf13,3b6bbf60-a530-4ec2-99c6-8b945ace3173,e88014e0-6f81-4957-bdfe-c9fc15c5d1dd,87c0e38c-f3ab-436b-a6c9-340ca541396c,adb8adac-8f3f-4d20-9c49-2eeb2061f6e8
tch_20200626-122441_6,f6d938f8-b77c-11ea-840b-0242ac110002,std_1593155808590_6,class_20200626-122441_6,tFmh-J4wa,50674d0a-432c-46da-9275-506f88519fe5,2cb6b3d0-83fb-4c56-987f-a8211b322ee8,7e552380-33af-46f9-8663-a01b7927fd46,1e4530dc-0c12-4684-a872-dc16f41b855b,5d270b98-d003-4790-b6fa-15b171164a56,289e284f-c628-420e-ace1-50d7d95acd7e
tch_20200626-122441_5,00c66bde-b77d-11ea-840b-0242ac110002,std_1593155825241_5,class_20200626-122441_5,WUx3-Qz6v,404550d5-6688-4caa-a4c1-6049de6d420e,5204636d-34e2-4a95-9261-a97f7da7daf1,933eb3fd-b18a-443a-af84-8b8e7b08051b,08ddcfcd-ce01-4500-b769-ffb6aeb7ebfc,a8927f83-03d1-4e4a-9c4e-90300e771f86,463fab73-1cfd-4f68-aefa-1f1dfa3e39df
tch_20200626-122441_19,fe7a5887-b77c-11ea-94cc-0242ac110002,std_1593155821370_19,class_20200626-122441_19,94v3-FiyX,e4af8a47-a02d-4372-9335-c066350fcbb1,f82c8293-2ef5-4e8d-8e82-7a1ee9a1222b,2834307a-e132-4047-a708-eda61c36cc0e,a9ae71c6-c870-4f88-b9da-7a7f25d45645,f80f1fed-5dbe-42ad-a951-19b3f2aa7a35,f1771bbf-0ac3-4fc2-b143-ab806d3302f3
tch_20200626-122441_10,f76b3f9c-b77c-11ea-840b-0242ac110002,std_1593155809531_10,class_20200626-122441_10,84t9-Tf2r,95b12e6e-bfcf-4813-ae0c-66a6b4d794ef,2ab677bc-faed-4d01-be2b-fa251327838d,da1b2ae2-4300-42a5-afd1-15d8b1f6c145,42ce98a8-f59e-487c-b55a-ea3533950259,997d6e4b-0e9d-4805-9fed-e22679c068c5,45f21296-ddf4-4f64-8f63-64623d2bc687
tch_20200626-122441_7,ff27d67b-b77c-11ea-94cc-0242ac110002,std_1593155822532_7,class_20200626-122441_7,6u8m-drpu,34e58390-21ab-4e30-8aab-0c37ff9d3f92,1cabaa26-a230-4249-a55e-c7837f9a2d74,d3d7a444-2bb0-48c0-ac7c-61abd569e092,95b4c409-b13f-4a8d-8539-0e51f8c60410,54bbef62-7dec-4edc-9aca-0a1ec1468f17,12551463-0907-4a39-bebe-4e9fa1f74707
tch_20200626-122441_14,04f65a13-b77d-11ea-840b-0242ac110002,std_1593155832282_14,class_20200626-122441_14,7tU2-N4EB,2352a603-f2b7-4e63-8002-a2470ff5ec45,ad094084-d5fc-456b-8b71-af1c2b8446d3,8bb83e44-e2e3-4287-b1f5-f1e322aead44,0ae24fdb-276c-468a-aee3-c1474d114dbe,f8ac0c35-2d83-4e1b-b959-718906016e1b,33e50b42-dab3-4bd9-aa52-35b204f3d974
tch_20200626-122441_25,f75c242c-b77c-11ea-840b-0242ac110002,std_1593155809459_25,class_20200626-122441_25,6ege-Q9Lr,f82346dd-e70a-4e83-a6d5-c0eea41ae7d8,d9f7e740-6f75-406a-988d-0f05e520c7e6,fce84a46-b5c3-4d53-8c36-031be9e8e745,8b5986d2-1c1b-4d11-97d9-f5c7314184af,e929a5d5-84ef-42f2-b07f-00e84d1a5774,d28b0f63-e79f-412e-806d-70549667ab85
