tchextid,studuuid,stdextid,classtitle,classcode,ag1,ag2,ag3,ag4,ag5,groupid
tch_20200629-073759_63,b02ee7df-b9b3-11ea-840b-0242ac110002,std_1593399214933_63,class_20200629-073759_63,9ity-3N6c,2712c5b0-1c31-408e-b9f0-53e7bad4ae36,5e6918ae-a786-4b98-b41f-f89ae303dfe8,6f9e4d4b-5bdf-43b1-bddd-b213e4c07145,bda2c8c8-9975-4d5d-8029-96b10a0d738d,c471eec5-1186-493a-9e54-04173ef9792c,9026c74e-0aad-4fdd-aefd-601fdceb02b4
tch_20200629-073759_66,ae7fb1ac-b9b3-11ea-94cc-0242ac110002,std_1593399212110_66,class_20200629-073759_66,763q-43W2,39744551-337d-49c7-968b-84271f8afb8d,56d9bafa-fd15-4ff2-8e26-289b0baafd54,165565a6-853d-4306-83fe-6b07a8f3cfd5,544287e4-87f4-4a8b-83ff-111e50044deb,260d7ec2-abb1-4d84-b50e-6cdd67c0753f,2a41fab8-0408-46e9-ae8a-6e02c9b7d83e
tch_20200629-073759_69,b1c7fedf-b9b3-11ea-94cc-0242ac110002,std_1593399217619_69,class_20200629-073759_69,FY6j-62H8,07135fd5-4ec3-480e-b4ab-aba8b090b6ef,1b275604-67ee-4e52-bf0b-761e7dbcd7cc,f2307d60-2543-4bda-8ce8-74d7f28b0586,b3061db1-d266-4cbf-98bf-30e073bb3f2e,7235756c-767b-4d9a-8e03-50581256824b,70da3407-3eb7-47ef-9f28-980cc4d867c5
tch_20200629-073759_71,af480a87-b9b3-11ea-840b-0242ac110002,std_1593399213434_71,class_20200629-073759_71,RCgn-xdi9,d7ddef01-75c8-4068-8201-840ee84ad301,ac78276b-53d0-42c6-9eb6-b1530e5108d2,3b383696-7d9c-4e7a-abb4-8e0a2853e579,42d7f33a-e7a6-4691-a123-ca10359f4708,f1c9eec4-9abf-4d53-b403-190e387cc845,b18ed1b5-666c-4855-929a-99969309b717
tch_20200629-073759_58,b24ff3d1-b9b3-11ea-840b-0242ac110002,std_1593399218517_58,class_20200629-073759_58,a76E-z4XN,dab56ada-36d4-46e6-a0fb-e7646405bb02,08251571-2259-44fb-8d96-9c45ca38104d,3abfe84f-92c3-4b5b-9bab-9aede75b8723,1f1edc78-2112-4bf8-9c17-ebfb59b5ba84,4b432932-c5c1-4018-b852-cbdf92379173,88ef68ae-da2e-4e78-8e30-6eef182fd943
tch_20200629-073759_61,b0dfc234-b9b3-11ea-840b-0242ac110002,std_1593399216064_61,class_20200629-073759_61,M93y-EkDR,64f6620c-bb4a-4c1f-a7e9-6e7c9a04392d,1f370c81-fb3d-4269-b63c-b6aafd106582,b56aa94c-38b3-499f-9d0a-e5bdefc495ad,519c6de5-0473-4acb-9cd2-8efbf3cb6d89,6bdead43-b86e-4c8f-8d07-f425da0fa7d5,fff3a02a-6907-4101-aa2c-c967f3bd0756
tch_20200629-073759_70,b4a8b04a-b9b3-11ea-840b-0242ac110002,std_1593399222418_70,class_20200629-073759_70,7akY-iKiZ,cc7ce2c7-cf92-4255-9b87-9510289c6ea8,7df33eb9-14c6-4582-ad9c-0d9c8ea46408,8508a8c9-df5d-43e6-b4f7-84d2f0d63fef,a716d5b9-1377-46c0-977f-5ddb8f2944d8,5d7f5307-5758-4a53-9fc6-eda54acc41ea,c00ece6c-66cb-4bb5-8dac-10cec56edbab
tch_20200629-073759_68,b5c236ab-b9b3-11ea-840b-0242ac110002,std_1593399224271_68,class_20200629-073759_68,7p4E-Q29y,c68fc2d8-19cc-4877-a8cb-fe2ae4317b63,68e8e18c-578d-42ff-ba41-2317817c83d6,1608d3d6-9137-45cb-b5da-54f0c0187231,69618373-b0fc-41f2-8787-d8b6d38b0f48,74c68037-efa4-4e54-959c-ca221d78cc06,efc02ad3-6bb8-4ba8-97e4-7bc9440338b4
tch_20200629-073759_57,b4996e49-b9b3-11ea-94cc-0242ac110002,std_1593399222353_57,class_20200629-073759_57,8eDZ-r7gr,7a0f8bd1-c062-4315-8cfb-94c389440f7b,a3f6e2d8-df0f-4f9c-8155-e5f51761685f,a2f482a5-b0ed-4da2-abbd-92362a59142e,409d10ba-b2b5-4781-86ac-8538d02919a3,346efc2a-5eb0-4002-9e91-15147baaa3b9,8f53cddd-7114-4fce-bf7b-ccb51149378a
tch_20200629-073759_59,b6a5b999-b9b3-11ea-94cc-0242ac110002,std_1593399225783_59,class_20200629-073759_59,Yjc7-ey9c,6fe73a47-d9bf-4e01-930c-6998844d3fbd,b80da893-7785-49ae-9997-1330eacd1f52,28c873b1-41e1-4674-adb7-04f3738c6e93,a75a07f5-1556-437c-bdbf-f1e8ec611e46,cc2d752d-c337-4096-b988-be296445e9c6,edb1bf62-ac14-4746-8035-440a72db7f5a
tch_20200629-073759_67,b6d63ec3-b9b3-11ea-840b-0242ac110002,std_1593399226104_67,class_20200629-073759_67,pYc7-243g,fa94b0b1-e8af-4b2a-84ce-cc8bc5622314,2004bef3-b9d2-429d-a2d3-69e1377d6aeb,a2b322a9-3252-4cc5-819a-f043c0d5b6f5,85d48a44-7412-4046-b03d-941c9fc3a1b8,dcc1d144-89aa-4f03-85c8-84a1ad51a3d5,809ee149-bf54-4ee9-be7a-2558b4b63d66
tch_20200629-073759_72,bab351b7-b9b3-11ea-840b-0242ac110002,std_1593399232588_72,class_20200629-073759_72,FACp-zQjY,a0351069-b686-42e0-bb45-0eea4edbd380,77b78f10-7fa5-4335-92de-96b60f021146,64b684e3-3fd6-479f-b31f-2b3491c519b1,037e3560-766d-4290-b9a8-29043716058c,428cb151-ff6a-4237-a13d-a281b3dba36a,4b59b0fb-9f19-4f70-9b9b-0f8c8e0aba39
tch_20200629-073759_64,bb9944fe-b9b3-11ea-94cc-0242ac110002,std_1593399234069_64,class_20200629-073759_64,Gec2-uAs9,6100771c-9e40-402d-8484-982e51d52488,6f7b3226-ef53-4c30-a273-981c2b12350b,fbbab662-5eee-4b4f-8fce-df04778bf6e6,f6d8ecb9-055b-4fc3-8e43-7ee6932eed20,fd4b0aa2-55d1-45e8-83f7-566f3da249bf,1b70c12b-a50d-40ee-8ac6-9c2256d498eb
tch_20200629-073759_66,bf2049a5-b9b3-11ea-840b-0242ac110002,std_1593399240021_66,class_20200629-073759_66,763q-43W2,39744551-337d-49c7-968b-84271f8afb8d,56d9bafa-fd15-4ff2-8e26-289b0baafd54,165565a6-853d-4306-83fe-6b07a8f3cfd5,544287e4-87f4-4a8b-83ff-111e50044deb,260d7ec2-abb1-4d84-b50e-6cdd67c0753f,2a41fab8-0408-46e9-ae8a-6e02c9b7d83e
