stdextid,groupid,tchextid
std_1594637608460_53,1ffa60a7-404c-491f-8d3e-917b17c4f5c0,tch_20200713-160744_53
std_1594637612911_54,ba878d35-732d-4ede-bca8-8b0a3ccad029,tch_20200713-160744_54
std_1594637305529_47,fb725d72-4c3b-452a-9804-cedf4a62dfed,tch_20200713-160744_47
std_1594637448880_49,05e7010f-f543-4e66-8636-081e6f9c33a8,tch_20200713-160744_49
std_1594637777402_58,51953265-7747-42c4-bb64-567e96b3d45e,tch_20200713-160744_58
std_1594637294895_46,08877996-cd55-4ea0-bd84-256741336f43,tch_20200713-160744_46
std_1594637315700_48,44d5011b-8b7e-4366-b3e5-fdbdae32c0a8,tch_20200713-160744_48
std_1594637627892_55,62591431-a6bf-4219-aa00-5cfcaf0beab3,tch_20200713-160744_55
std_1594637463438_51,de36fc84-927a-43d3-9d6d-7605925b5491,tch_20200713-160744_51
std_1594637798127_59,338e263d-e19d-4a92-87a8-1645d78201a7,tch_20200713-160744_59
std_1594637642088_57,0a1865d8-c83c-4cdd-810e-86d382cb5d4e,tch_20200713-160744_57
std_1594637795183_60,ac970ae5-6eea-48f3-a9ed-96feffcdad3f,tch_20200713-160744_60
std_1594637481788_52,da046257-b3eb-429f-a749-c77e8730d7bb,tch_20200713-160744_52
std_1594637489873_53,21c607c1-d106-4bad-8f46-583b5ecef932,tch_20200713-160744_53
std_1594637342094_50,cb1f8b4e-d36b-4b0d-8e1b-83283376e7b5,tch_20200713-160744_50
std_1594637649978_56,6505b629-7e21-45d8-9af9-373dfb651a50,tch_20200713-160744_56
std_1594637814650_61,ff22dc2d-6eda-4c37-b227-d421774c3a49,tch_20200713-160744_61
std_1594637497302_54,026142e9-bcc0-41c9-a61e-1eb368c47a06,tch_20200713-160744_54
std_1594637677685_58,e8b871e5-fc20-4dd4-833e-ebcefd561403,tch_20200713-160744_58
std_1594637330015_49,0ef4cd09-6fdf-4256-b31d-2d146adc1abb,tch_20200713-160744_49
std_1594637828177_62,56c5b6fc-9a47-412f-be68-dfe726fc6c29,tch_20200713-160744_62
std_1594637511459_55,44c45a75-fc8e-44b3-a0cc-1f7872f14700,tch_20200713-160744_55
std_1594637352456_51,e30d1e76-44e4-42e1-9a20-306614deeb2b,tch_20200713-160744_51
std_1594637535997_57,c7908697-3705-4e88-87b3-14b02c347015,tch_20200713-160744_57
std_1594637840269_63,89a71d25-52bd-4080-a255-4ee384f80705,tch_20200713-160744_63
std_1594637686154_59,6440b79d-969c-42f9-a89a-d21dfebc0ee5,tch_20200713-160744_59
std_1594637362118_52,7d7d5481-6f78-46a8-9592-58b211f8f2ef,tch_20200713-160744_52
std_1594637687659_60,75926baf-0f07-4e89-a806-3e6c7b70481e,tch_20200713-160744_60
std_1594637534609_56,e8810676-da7f-4c69-9b04-da4789f7214a,tch_20200713-160744_56
std_1594637376293_53,dc3573cb-e3db-420d-90d7-20dafb31e1e2,tch_20200713-160744_53
std_1594637698252_61,3f525410-2718-49e5-9ebc-4e90f9f20b17,tch_20200713-160744_61
std_1594637386240_54,2ea8e77b-b6ad-4081-88c2-9c2bacc160c5,tch_20200713-160744_54
std_1594637558305_58,2126ecc4-39ea-4377-9426-5cf697d26ad0,tch_20200713-160744_58
