teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200602-113147_41,class_20200602-113147_41,Qe8Q-9EK3,8fab1d72-eceb-4f90-b2c3-18d4a52acff2,9e8a01aa-a138-43f5-90a0-c2359f431a4c,489e3d26-5c86-4eb4-b2f7-8f6ebd87b631,c70982c0-1e9c-44a6-bb89-204c6d72f752,ecbfe0f6-dcc0-4c22-8266-7bc1095ecfc7
tch_20200602-113147_42,class_20200602-113147_42,tvrk-6qVM,139e9983-6f84-4def-a6fb-0dd7f9c3ac2f,a1b4c4e0-d4a1-46cf-b3b6-c1271116de66,7a874084-b871-4efb-bb8e-bce1b2b2c22b,046edb7f-4952-47b2-81f0-7b6e00f37a89,ced6b1a6-ead7-4db9-8a11-248f0b77d520
tch_20200602-113147_43,class_20200602-113147_43,8TH3-Qbv3,d65edf16-7d02-4afd-bfbb-4be575ac4829,ec1841f9-ec10-4dc4-b062-04c7c828f847,abe34c88-6143-4630-ba60-3fbe91160e7c,e36ea323-7d12-4e64-b846-06b83d56af9c,4e312fa4-8cf3-4d2a-9b31-22eabb89208e
tch_20200602-113147_44,class_20200602-113147_44,YC6j-87ex,304517b1-dcab-45ca-9991-403508d92056,6d6f9070-abe7-4dee-985d-2113c6225bf9,865a8d8a-6731-45bc-b6cf-d7d845dc571c,53c6da33-667a-423a-b20c-d0cb12eb05fb,7605b6b9-e4e5-4457-8da7-12f403c20c56
tch_20200602-113147_46,class_20200602-113147_46,28WX-7VJk,0beee671-2076-45f5-8d14-dbd0c75e5805,104df35d-27eb-4f34-8a47-57153ac114de,78b58ed4-bfb0-425f-8bd9-8e52720b05e0,a18d3645-bcdf-4b0f-91a0-27ac60ac15ce,4cd9b036-6ae6-440a-8b7f-34538abecabc
tch_20200602-113147_45,class_20200602-113147_45,8Ps3-EV9R,0020a983-3dc2-41b7-b1b0-d2d9a316d205,ee4d4dc4-05e3-415f-8baf-09fc37e32bb0,5832aae4-7c93-4b2b-9eae-37efdf1973ef,aa208b62-eb3c-4626-89fa-4ba31f41ddba,a51208a9-f31f-423d-a032-35287053d5d5
tch_20200602-113147_47,class_20200602-113147_47,4BHC-2pAP,4e07250a-5909-4ccd-929c-f821fef9ff16,5ddf1de9-0804-48fe-94f7-799dac94885e,6dbbe050-94e8-4c57-9f82-805b7f986a67,790ce2e4-1a64-4096-a183-79a8cc78ddcd,8f0057bc-f971-44cf-9cf3-1d43a83c7b1e
tch_20200602-113147_48,class_20200602-113147_48,NAzZ-6khe,8fb4936d-6038-4488-a73c-9bcec2d68a86,de939d84-c5a8-4593-b3b9-085f99b2e83d,deb146e8-bb3a-4cc5-bb73-97d775ffd5d1,2c9b8acb-d5ed-4ebb-8fbe-25f0a4f9755c,80ef01ba-d767-4ac6-9e78-bd3b1ff3f2cc
tch_20200602-113147_49,class_20200602-113147_49,nLd9-gv3X,70cb9ff3-77f7-4238-8e5e-fcffe87e68cc,4c9fb5c8-e7f7-4588-bf07-2988d092ddc9,30360b0f-4699-437c-bb5f-7a619d2eef27,61a744f3-38d5-4aad-ac95-72a5c371ffd5,49bf4ab9-63bf-4b07-a2c4-4249d604fa14
tch_20200602-113147_50,class_20200602-113147_50,28cD-KFCt,b4c1e033-868b-4c6a-8aa9-f487ad5c2052,8ee0a951-f5ef-4a36-b5ad-3e91f72e1bb7,125c8eaf-0e05-4910-b73f-e0ab8a6106ea,5e425196-103e-4880-8639-6d449eee4f0a,bf32fb79-340f-4093-9920-be46d613bda7
