teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200602-121432_120,class_20200602-121432_120,XbPH-6R9w,d6fc8838-a9c5-4d91-85ef-2542464e32b6,fe569ed6-dcb8-4a67-8f92-7796ae45929e,8a491536-6f6c-4c69-87bf-6a7e9a7ff010,040d572a-fc58-4a2d-95e8-368ec54faece,78d1697a-905a-42fe-92c2-6fc44b7795e2
tch_20200602-121432_122,class_20200602-121432_122,WBTR-z7vJ,2652fc04-4b02-4c03-b1b7-485d044217d4,fe3da531-f3c1-4d3c-ba3e-9dc20f7c70f5,30d565d4-4a9b-4195-8106-8f721f27f0d6,fafbbe2b-3e55-4eb9-be00-2ee423195c6a,1a655d61-c185-42f2-b5a2-ff40eb00836d
tch_20200602-121432_123,class_20200602-121432_123,sgmp-QG9G,386c08cf-f51e-45d1-a3c0-12b52c61c2d7,55ed7b2b-2045-4fe6-9dd5-cb1901896389,e1d0e537-3dc2-4f60-8e97-7177e21ac38e,3bcfdcef-6d28-4b19-9593-268344679440,0c6520e1-143b-4777-b149-5ca34fbdb959
tch_20200602-121432_124,class_20200602-121432_124,ovqo-k289,fa7db527-6190-4d92-9671-d7029d033120,c5a3eeff-b207-4f34-8b07-f7ae0d2effe9,9602a504-236b-4af0-b616-4574b1eca785,8afd36cc-c095-4795-9025-0cdffdd09d48,f0092a59-109d-4469-9336-1d010b95c677
tch_20200602-121432_126,class_20200602-121432_126,MFv7-rNi2,05242e81-d190-4a06-a128-26ec92e37734,1a9e4ff4-ea76-4f18-b531-702b45e9352d,675b8abd-7c82-4ae4-b95b-1628518af68e,a4396378-af7d-46a2-9565-dfe55f73d4e6,27ec05dc-ef4e-4a8e-88ee-0d17a5294425
tch_20200602-121432_125,class_20200602-121432_125,6TJT-3rdv,365651c2-dfc2-482f-9ca1-0930df805e64,29353fe9-bf20-405c-b645-8a0195d3cf7d,756c4b7e-a41c-4f45-9797-d0781be508d0,52fe6285-5d00-4ff4-9586-5059316d9224,86f3a66e-b099-4fab-bfc8-a9ae1ea0acfa
tch_20200602-121432_127,class_20200602-121432_127,8FmW-j287,0979a9fb-8c1e-4d33-ba76-357432fc3385,1332a934-a569-4de5-bf3e-9bb208ffb880,ffa8c5e2-edf1-49c8-adaa-e9a6956081b5,57a64a43-b2c4-4c7d-ba9c-b14263b0d5ae,1e3ecbfd-1c7f-4b9f-b748-e6468a760acb
tch_20200602-121432_128,class_20200602-121432_128,TZQ8-43R7,bc9587d9-a67b-4ffe-8245-a1a93165e9c9,18314b6a-2785-431c-b6b3-f03bd4326141,fe991c15-65f4-4c8e-8dad-ef0c8ee3a372,4827f868-62f9-44f5-8358-303e0d93a2d6,071da53a-8b7d-47d1-b1bf-5c93f3bb5b27
tch_20200602-121432_129,class_20200602-121432_129,paYt-uFvu,74342f46-6125-4a92-b317-fe63f0b920f9,43edd24a-735e-4b5c-9ec1-1d7738a2432d,f3c097cc-594c-4a41-825d-c3006001980a,c3354f0c-2849-498f-a2e4-8568784f2524,511dd027-c62b-414e-8e43-d1ff222ec453
tch_20200602-121432_130,class_20200602-121432_130,42ah-Desg,fba3bb89-e15d-4314-8cda-5c9045921d6a,8faf600f-7720-42eb-94a7-77988e1ee87c,ea9a80e6-65a4-41d2-b952-f98ff6885e05,a0e81f43-ac6f-4206-b25f-b0bf09cc9e6a,21130bb1-97aa-4729-a7c5-4b571ccaf295
tch_20200602-121432_132,class_20200602-121432_132,d8wQ-qb27,f58e4841-9b9b-40c4-8430-be050968285d,259c1ce3-ee39-4c13-b86b-5b9faf81b2c0,b555f7bc-cb7f-4b9d-af6c-6dddef3d2d12,bf1b273f-5283-4c86-a35a-85da0fccfad2,6795afdd-e21b-41da-bfe4-3709569f0d1f
tch_20200602-121432_131,class_20200602-121432_131,ePDv-YXU9,068b7ed8-23ab-4441-b1a3-659a48288f77,f9ee32a0-96f2-4226-8b12-11887bfc8c43,d5c3af63-dc9b-4e62-8d7c-cce0a676a427,367568c4-ccb8-49ef-ad95-9ea53acd80f1,48e3a365-dda7-4a10-ab4b-ce591ee40eb3
