teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200602-115305_80,class_20200602-115305_80,hZ9J-Gnxr,a938d8ac-db2c-439b-94d4-36b8407789c5,496cc12a-1be0-4172-a003-375cdae920e3,938e425a-2ea0-450a-ace1-f877fb6f1cc2,3b8b0b08-d1b2-4faf-a2cc-35a8e03a6d0d,d0784789-f968-49c8-8993-445fb7936686
tch_20200602-115305_82,class_20200602-115305_82,6GwD-9vkG,9208abbe-39bc-49dd-87f5-57df2bd2bfd9,c79ca8fe-fc84-40d3-aa8d-ce59a3c22e59,da2cd5c8-2329-41fc-bff9-3b2e8546adc5,0ea3f546-433b-435a-aff7-2fe663926079,e8572034-0508-452c-a3f8-e83b0e2ae281
tch_20200602-115305_83,class_20200602-115305_83,8NDH-6TUZ,de3d81a3-b131-4489-9fb0-14f2073edcf9,6fbafaf2-0ffa-435c-83b6-8fc7325142ab,d34cde10-1aeb-4626-82e5-2eadc0bc7375,202b6617-30fe-4571-bc6c-268ddb79c488,c1738d01-2c91-4f44-a8e5-14fefec4a0e4
tch_20200602-115305_84,class_20200602-115305_84,37iZ-ro76,b3033413-eb0b-4ee8-94a1-90ed26ec3be2,95cb2a05-a6d7-4d23-82dd-c9ad7a8ffd2f,2f5fd6f7-a58c-4ce4-b75a-b540f0ee5c07,157d2d31-beb1-42da-9f53-3d9c6b2a4958,e43f2d2c-edc1-4d1b-98c3-a9379cc92d06
tch_20200602-115305_85,class_20200602-115305_85,jbez-9fJk,b04fdcfc-3bd1-4bc5-ad55-b8c016c14c6d,9e3b5232-9222-4886-81f2-831bf3927413,9ff2dc37-fab2-45b1-af48-b2ff13040f19,0e8d8fdd-640e-4cee-9a77-ee2cfbb2e951,e6780b42-aa8d-497f-847b-e7591551dcf9
tch_20200602-115305_87,class_20200602-115305_87,8Pp7-CTij,cc4904e9-a4c3-45f9-9c04-d16e1366ca7d,44226c2d-3a05-40ec-a450-766f996d9a86,46849b80-626d-4261-a6fd-50b7954a85f5,f1cd8c2b-7ec2-47b1-820a-7f182589c8fd,0831ade3-20d5-4b4c-a01d-91e7c403865f
tch_20200602-115305_86,class_20200602-115305_86,Ra8k-mT9i,04508331-0584-4f26-8272-f2265ef9ea10,b4822adb-603c-4f6e-9891-9baf379f13e1,fe541a68-b011-4d9a-8ec4-bd6b81817444,ad20b044-8cef-42a8-8591-525db78b2d92,c959e290-1ec3-42fb-b29b-8f6ef35ce59a
tch_20200602-115305_91,class_20200602-115305_91,tUm6-2PR3,5c1a561c-f83a-4939-be0c-b0976ddde50b,d3fd6b68-7ba0-4665-a02a-06bb89519c93,d6844070-6152-46ea-b5bc-8d70b725197b,2172b7da-c673-4d49-bcbd-2aabe54d46bf,61b6ea60-849d-4ff5-b98c-2d01c35d8217
tch_20200602-115305_89,class_20200602-115305_89,Tn6q-7m9i,92a84ec0-4971-462f-b6b0-922370ee7dd0,677eab40-cf69-481d-a795-231a7646cf41,1b960eba-212e-4053-a04d-bb31ea612318,20b458ed-3ca5-410c-9678-af063b6afaf7,25ca0fe4-91c1-4ed4-ab54-dc0eeaa69420
tch_20200602-115305_90,class_20200602-115305_90,g6gh-CV4a,16e39e84-98e9-4578-ad6d-40365e656063,b522df69-9398-4a61-bb3b-bdfe357a8b23,d1729a4b-69c6-4233-a0e6-1b978c922c46,59e0944d-b640-4264-b3be-de3122b6e7f8,835e2289-4f5f-4eae-ac89-04897c3a08bd
