tchextid,stduuid,stdextid,groupid
tch_20200713-160744_52,39b7e30a-c4f7-11ea-af23-0242ac110002,std_1594637669036_52,8c87f476-cf1a-4e33-a3a5-6c6c75238408
tch_20200713-160744_51,11b915fe-c4f7-11ea-af23-0242ac110002,std_1594637601922_51,2e5c6bdd-61e0-4aff-b5c2-1ca17bf387ac
tch_20200713-160744_56,a70833a8-c4f7-11ea-acee-0242ac110002,std_1594637852403_56,38579dd9-19cf-4976-9b35-5eac48e9cd41
tch_20200713-160744_50,ed0e2f96-c4f6-11ea-96b3-0242ac110002,std_1594637540415_50,33a9c44c-e025-45a2-8d8c-9dab5318dce4
tch_20200713-160744_53,4a60de71-c4f7-11ea-89f8-0242ac110002,std_1594637696980_53,1ffa60a7-404c-491f-8d3e-917b17c4f5c0
tch_20200713-160744_45,7e14e9d3-c4f6-11ea-96b3-0242ac110002,std_1594637354221_45,180ce0b9-6e44-4e9b-a727-370d6d7a849e
tch_20200713-160744_57,7a3bd861-c4f7-11ea-af23-0242ac110002,std_1594637777272_57,2f66700b-051b-4f5f-a626-531fcd69ff9e
tch_20200713-160744_52,2cc20410-c4f7-11ea-af23-0242ac110002,std_1594637647282_52,8c87f476-cf1a-4e33-a3a5-6c6c75238408
tch_20200713-160744_54,501b64fc-c4f7-11ea-acee-0242ac110002,std_1594637706609_54,ba878d35-732d-4ede-bca8-8b0a3ccad029
tch_20200713-160744_56,9a2edd4d-c4f7-11ea-af23-0242ac110002,std_1594637830876_56,38579dd9-19cf-4976-9b35-5eac48e9cd41
tch_20200713-160744_47,97777ab5-c4f6-11ea-89f8-0242ac110002,std_1594637396799_47,fb725d72-4c3b-452a-9804-cedf4a62dfed
tch_20200713-160744_53,3e22692b-c4f7-11ea-89f8-0242ac110002,std_1594637676443_53,1ffa60a7-404c-491f-8d3e-917b17c4f5c0
tch_20200713-160744_50,df362da9-c4f6-11ea-96b3-0242ac110002,std_1594637517185_50,33a9c44c-e025-45a2-8d8c-9dab5318dce4
tch_20200713-160744_45,70e2ebcc-c4f6-11ea-af23-0242ac110002,std_1594637332079_45,180ce0b9-6e44-4e9b-a727-370d6d7a849e
tch_20200713-160744_52,1e687660-c4f7-11ea-af23-0242ac110002,std_1594637623223_52,8c87f476-cf1a-4e33-a3a5-6c6c75238408
tch_20200713-160744_49,ed927aca-c4f6-11ea-89f8-0242ac110002,std_1594637541221_49,05e7010f-f543-4e66-8636-081e6f9c33a8
tch_20200713-160744_54,41ef76a9-c4f7-11ea-96b3-0242ac110002,std_1594637682812_54,ba878d35-732d-4ede-bca8-8b0a3ccad029
tch_20200713-160744_58,aef5506c-c4f7-11ea-acee-0242ac110002,std_1594637865738_58,51953265-7747-42c4-bb64-567e96b3d45e
tch_20200713-160744_56,8d39c0de-c4f7-11ea-96b3-0242ac110002,std_1594637809104_56,38579dd9-19cf-4976-9b35-5eac48e9cd41
tch_20200713-160744_45,6364a32e-c4f6-11ea-96b3-0242ac110002,std_1594637309453_45,180ce0b9-6e44-4e9b-a727-370d6d7a849e
tch_20200713-160744_47,88013263-c4f6-11ea-89f8-0242ac110002,std_1594637370869_47,fb725d72-4c3b-452a-9804-cedf4a62dfed
tch_20200713-160744_53,30a3aa70-c4f7-11ea-af23-0242ac110002,std_1594637653789_53,1ffa60a7-404c-491f-8d3e-917b17c4f5c0
tch_20200713-160744_50,d36a4f2f-c4f6-11ea-af23-0242ac110002,std_1594637497407_50,33a9c44c-e025-45a2-8d8c-9dab5318dce4
tch_20200713-160744_46,92cda1f0-c4f6-11ea-89f8-0242ac110002,std_1594637388982_46,08877996-cd55-4ea0-bd84-256741336f43
tch_20200713-160744_48,9abb8243-c4f6-11ea-89f8-0242ac110002,std_1594637402289_48,44d5011b-8b7e-4366-b3e5-fdbdae32c0a8
tch_20200713-160744_49,df30615e-c4f6-11ea-89f8-0242ac110002,std_1594637517147_49,05e7010f-f543-4e66-8636-081e6f9c33a8
tch_20200713-160744_54,32624a58-c4f7-11ea-af23-0242ac110002,std_1594637656717_54,ba878d35-732d-4ede-bca8-8b0a3ccad029
tch_20200713-160744_55,542b4761-c4f7-11ea-89f8-0242ac110002,std_1594637713413_55,62591431-a6bf-4219-aa00-5cfcaf0beab3
tch_20200713-160744_58,a0dbb1c7-c4f7-11ea-acee-0242ac110002,std_1594637842053_58,51953265-7747-42c4-bb64-567e96b3d45e
tch_20200713-160744_56,7d320e9e-c4f7-11ea-af23-0242ac110002,std_1594637782242_56,38579dd9-19cf-4976-9b35-5eac48e9cd41
tch_20200713-160744_50,c7438054-c4f6-11ea-acee-0242ac110002,std_1594637476967_50,33a9c44c-e025-45a2-8d8c-9dab5318dce4
tch_20200713-160744_53,2339d3f4-c4f7-11ea-acee-0242ac110002,std_1594637631279_53,1ffa60a7-404c-491f-8d3e-917b17c4f5c0
tch_20200713-160744_47,790a2b92-c4f6-11ea-96b3-0242ac110002,std_1594637345760_47,fb725d72-4c3b-452a-9804-cedf4a62dfed
tch_20200713-160744_46,84cce209-c4f6-11ea-89f8-0242ac110002,std_1594637365504_46,08877996-cd55-4ea0-bd84-256741336f43
tch_20200713-160744_48,8e06073e-c4f6-11ea-96b3-0242ac110002,std_1594637380974_48,44d5011b-8b7e-4366-b3e5-fdbdae32c0a8
tch_20200713-160744_49,d1ede8cd-c4f6-11ea-96b3-0242ac110002,std_1594637494901_49,05e7010f-f543-4e66-8636-081e6f9c33a8
tch_20200713-160744_51,f4d9932f-c4f6-11ea-89f8-0242ac110002,std_1594637553480_51,de36fc84-927a-43d3-9d6d-7605925b5491
tch_20200713-160744_54,24733e5f-c4f7-11ea-96b3-0242ac110002,std_1594637633357_54,ba878d35-732d-4ede-bca8-8b0a3ccad029
tch_20200713-160744_55,46e85a59-c4f7-11ea-af23-0242ac110002,std_1594637691164_55,62591431-a6bf-4219-aa00-5cfcaf0beab3
tch_20200713-160744_58,957dd7a3-c4f7-11ea-acee-0242ac110002,std_1594637823000_58,51953265-7747-42c4-bb64-567e96b3d45e
tch_20200713-160744_47,6d90b36b-c4f6-11ea-acee-0242ac110002,std_1594637326514_47,fb725d72-4c3b-452a-9804-cedf4a62dfed
tch_20200713-160744_46,75e23842-c4f6-11ea-af23-0242ac110002,std_1594637340460_46,08877996-cd55-4ea0-bd84-256741336f43
tch_20200713-160744_57,5e96aaf5-c4f7-11ea-89f8-0242ac110002,std_1594637730838_57,0a1865d8-c83c-4cdd-810e-86d382cb5d4e
tch_20200713-160744_48,801a08eb-c4f6-11ea-acee-0242ac110002,std_1594637357541_48,44d5011b-8b7e-4366-b3e5-fdbdae32c0a8
tch_20200713-160744_59,bac63780-c4f7-11ea-af23-0242ac110002,std_1594637885569_59,338e263d-e19d-4a92-87a8-1645d78201a7
tch_20200713-160744_49,c3c24877-c4f6-11ea-96b3-0242ac110002,std_1594637471130_49,05e7010f-f543-4e66-8636-081e6f9c33a8
tch_20200713-160744_51,e70fe94d-c4f6-11ea-acee-0242ac110002,std_1594637530306_51,de36fc84-927a-43d3-9d6d-7605925b5491
tch_20200713-160744_55,3ae36a5a-c4f7-11ea-89f8-0242ac110002,std_1594637670985_55,62591431-a6bf-4219-aa00-5cfcaf0beab3
tch_20200713-160744_58,89ad667d-c4f7-11ea-af23-0242ac110002,std_1594637803103_58,51953265-7747-42c4-bb64-567e96b3d45e
tch_20200713-160744_60,bc390188-c4f7-11ea-96b3-0242ac110002,std_1594637887979_60,ac970ae5-6eea-48f3-a9ed-96feffcdad3f
tch_20200713-160744_57,50ab48d4-c4f7-11ea-89f8-0242ac110002,std_1594637707534_57,0a1865d8-c83c-4cdd-810e-86d382cb5d4e
tch_20200713-160744_46,68fd6fe0-c4f6-11ea-96b3-0242ac110002,std_1594637318830_46,08877996-cd55-4ea0-bd84-256741336f43
tch_20200713-160744_52,04f3e479-c4f7-11ea-acee-0242ac110002,std_1594637580494_52,da046257-b3eb-429f-a749-c77e8730d7bb
tch_20200713-160744_59,ab395a09-c4f7-11ea-89f8-0242ac110002,std_1594637859456_59,338e263d-e19d-4a92-87a8-1645d78201a7
tch_20200713-160744_48,72cfc845-c4f6-11ea-89f8-0242ac110002,std_1594637335314_48,44d5011b-8b7e-4366-b3e5-fdbdae32c0a8
tch_20200713-160744_51,db0ad317-c4f6-11ea-acee-0242ac110002,std_1594637510179_51,de36fc84-927a-43d3-9d6d-7605925b5491
tch_20200713-160744_55,2ccefca7-c4f7-11ea-96b3-0242ac110002,std_1594637647364_55,62591431-a6bf-4219-aa00-5cfcaf0beab3
tch_20200713-160744_60,ad19d93a-c4f7-11ea-96b3-0242ac110002,std_1594637862613_60,ac970ae5-6eea-48f3-a9ed-96feffcdad3f
tch_20200713-160744_57,45198d76-c4f7-11ea-acee-0242ac110002,std_1594637688119_57,0a1865d8-c83c-4cdd-810e-86d382cb5d4e
tch_20200713-160744_59,9fc44e2c-c4f7-11ea-af23-0242ac110002,std_1594637840257_59,338e263d-e19d-4a92-87a8-1645d78201a7
tch_20200713-160744_52,f745637c-c4f6-11ea-af23-0242ac110002,std_1594637557550_52,da046257-b3eb-429f-a749-c77e8730d7bb
tch_20200713-160744_53,06a934c7-c4f7-11ea-af23-0242ac110002,std_1594637583376_53,21c607c1-d106-4bad-8f46-583b5ecef932
tch_20200713-160744_51,cd650572-c4f6-11ea-acee-0242ac110002,std_1594637487251_51,de36fc84-927a-43d3-9d6d-7605925b5491
tch_20200713-160744_50,aad86acd-c4f6-11ea-acee-0242ac110002,std_1594637429321_50,cb1f8b4e-d36b-4b0d-8e1b-83283376e7b5
tch_20200713-160744_56,62e5e0dc-c4f7-11ea-89f8-0242ac110002,std_1594637738112_56,6505b629-7e21-45d8-9af9-373dfb651a50
tch_20200713-160744_61,c4f83b94-c4f7-11ea-96b3-0242ac110002,std_1594637902613_61,ff22dc2d-6eda-4c37-b227-d421774c3a49
tch_20200713-160744_60,a15acccb-c4f7-11ea-acee-0242ac110002,std_1594637842888_60,ac970ae5-6eea-48f3-a9ed-96feffcdad3f
tch_20200713-160744_57,38316a0e-c4f7-11ea-96b3-0242ac110002,std_1594637666488_57,0a1865d8-c83c-4cdd-810e-86d382cb5d4e
tch_20200713-160744_59,93515b58-c4f7-11ea-acee-0242ac110002,std_1594637819333_59,338e263d-e19d-4a92-87a8-1645d78201a7
tch_20200713-160744_52,e87371dd-c4f6-11ea-acee-0242ac110002,std_1594637532669_52,da046257-b3eb-429f-a749-c77e8730d7bb
tch_20200713-160744_54,092aafa6-c4f7-11ea-acee-0242ac110002,std_1594637587560_54,026142e9-bcc0-41c9-a61e-1eb368c47a06
tch_20200713-160744_53,f99594f5-c4f6-11ea-acee-0242ac110002,std_1594637561422_53,21c607c1-d106-4bad-8f46-583b5ecef932
tch_20200713-160744_50,9f86ec7f-c4f6-11ea-89f8-0242ac110002,std_1594637410331_50,cb1f8b4e-d36b-4b0d-8e1b-83283376e7b5
tch_20200713-160744_56,5608e12e-c4f7-11ea-af23-0242ac110002,std_1594637716550_56,6505b629-7e21-45d8-9af9-373dfb651a50
tch_20200713-160744_60,9285582a-c4f7-11ea-af23-0242ac110002,std_1594637818016_60,ac970ae5-6eea-48f3-a9ed-96feffcdad3f
tch_20200713-160744_61,b9768583-c4f7-11ea-89f8-0242ac110002,std_1594637883354_61,ff22dc2d-6eda-4c37-b227-d421774c3a49
tch_20200713-160744_52,da0682a4-c4f6-11ea-89f8-0242ac110002,std_1594637508462_52,da046257-b3eb-429f-a749-c77e8730d7bb
tch_20200713-160744_54,fd9a064c-c4f6-11ea-af23-0242ac110002,std_1594637568176_54,026142e9-bcc0-41c9-a61e-1eb368c47a06
tch_20200713-160744_53,ea8d02b3-c4f6-11ea-96b3-0242ac110002,std_1594637536222_53,21c607c1-d106-4bad-8f46-583b5ecef932
tch_20200713-160744_58,6ecc4bba-c4f7-11ea-af23-0242ac110002,std_1594637758079_58,e8b871e5-fc20-4dd4-833e-ebcefd561403
tch_20200713-160744_49,aa8ae655-c4f6-11ea-acee-0242ac110002,std_1594637428828_49,0ef4cd09-6fdf-4256-b31d-2d146adc1abb
tch_20200713-160744_50,92915b9d-c4f6-11ea-89f8-0242ac110002,std_1594637388610_50,cb1f8b4e-d36b-4b0d-8e1b-83283376e7b5
tch_20200713-160744_56,480b55aa-c4f7-11ea-89f8-0242ac110002,std_1594637693055_56,6505b629-7e21-45d8-9af9-373dfb651a50
tch_20200713-160744_62,cf2d25af-c4f7-11ea-af23-0242ac110002,std_1594637919784_62,56c5b6fc-9a47-412f-be68-dfe726fc6c29
tch_20200713-160744_61,ab6aa2ba-c4f7-11ea-96b3-0242ac110002,std_1594637859766_61,ff22dc2d-6eda-4c37-b227-d421774c3a49
tch_20200713-160744_54,efc427c7-c4f6-11ea-96b3-0242ac110002,std_1594637544954_54,026142e9-bcc0-41c9-a61e-1eb368c47a06
