teacher,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20201031-122241_31,class_20201031-122241_31,sohV-oUgd,3f21737a-4cda-43b0-8b93-9f5c904a649c,1bd9f25b-0d98-48b6-b11f-5ac5a3a36a01,b324ca98-aecd-42f5-86df-9876731f72be,6447edc3-b38b-4d02-8de3-6d52c1e61d04,69c30c2d-b127-4012-b3ae-2be44fe0d2ac
tch_20201031-122241_32,class_20201031-122241_32,2JpH-4bum,d6b0efe4-3b0c-40f2-afd8-a866a68e2561,0ef6a6f2-06dc-4f4d-916c-b6fbb7a08fa6,a235de56-9de9-4751-af83-98ec8ff6d7ce,cd5d6e28-1fc1-46e9-a293-401fdf500324,07341da2-fe51-4b58-bbcf-7a9a87b10889
tch_20201031-122241_33,class_20201031-122241_33,MWto-U7vm,cb6447a1-36f6-442a-b038-e8f2ce0beb1d,1205e0f8-da92-469d-af84-7662b1018aa3,32881dff-72c7-4601-8c52-a544fd8305f2,0aa37fc1-1c76-4d90-9cf7-56aa713b96a5,17dbd937-89dd-41ef-87fc-8618f9cf660e
tch_20201031-122241_34,class_20201031-122241_34,9eQc-djha,fb18affd-61e4-447d-b68f-4aece5184869,cd7aa0a0-31b6-4ff3-bd92-d0c6b32f7b0e,d5620b23-9130-454e-8109-3bf0f70a1667,f017fcaa-aae9-49d9-af60-54e28cdfd67b,81222f9f-c790-4c16-8ced-79bc64bd0aec
tch_20201031-122241_35,class_20201031-122241_35,zgCB-QYJs,de17b387-f12b-40c2-9f5f-fecf917558fc,4aa993f1-19a5-401d-a568-a2725ba0dabe,3c7431ea-25ac-485b-bee1-78be5ead650c,f28c62ae-03af-4e9b-a195-126a9aade67e,5f445711-6df8-484d-805b-76232c7a12d6
tch_20201031-122241_36,class_20201031-122241_36,wnPx-j34F,4357334a-82b0-48f6-9a4e-9f074c938790,376c75d2-ba06-4b28-904c-e8e3b97b838d,b7e2df63-3f54-4fc1-b2e7-5901508f9aaa,2ceac6eb-feee-4c34-85de-df394f15c366,2ff01716-d193-49aa-bc07-f8753caf9156
tch_20201031-122241_37,class_20201031-122241_37,3GRz-E2H3,e36b4d43-7c81-451f-a4bc-200cc8148c42,1d86565c-8a6a-4327-9a93-5f18f7fb7715,ade076a3-4462-4e69-b575-5b9b0de4b1a1,a8ca05d0-dc8a-4a23-b28d-971c131fb0eb,2b2089cc-2a19-40e2-b789-562b0cfed663
tch_20201031-122241_38,class_20201031-122241_38,3g2N-vh9R,e66f5ba1-42e8-436d-84a8-53babbbe2526,730b566a-4814-49fc-8328-2c3637bd5688,5a09be9b-185e-41fc-9cac-94f437d71a9e,a0765090-d82b-4508-85ae-ecd647870622,82cbda74-1a6b-4044-a960-bd220a63ac9e
tch_20201031-122241_39,class_20201031-122241_39,gtUv-pfVW,108512ae-632c-443c-97db-078b8880e02d,b4c4c4bb-0389-4777-941a-1176ca4b4a2a,e66b9d6b-eb9f-4852-8dc5-1d8903403d48,d88afc40-188f-4f99-a7db-b416d23211d7,5e94366a-6230-4661-88dd-9ffa5b7b5361
tch_20201031-122241_40,class_20201031-122241_40,Hc23-tNDF,e17e4ec9-91e4-4d38-a614-4e4e99e1f828,59b3f5ff-5408-4bd6-aebe-62c8fd909745,6fe8d735-3beb-4d2f-befa-6f2efd49f181,0053834a-a4b4-4146-b9a6-b244c8bb454a,b82724f3-25a1-4492-b973-f0eae6412d68
tch_20201031-122241_41,class_20201031-122241_41,9wjo-Dgou,b6c77647-4e73-4a85-9748-e40d2e206bee,512d3c47-3f1f-483d-bb70-0dee58c102ec,e2c5a6a9-9a66-44ae-b113-124c353b4ae7,0fdc4618-5ffc-4dc2-bbf3-c53cb9cfdd82,d6d29ce9-f4fd-4ae2-a0ea-192d2afedf51
tch_20201031-122241_42,class_20201031-122241_42,6im3-Px6s,95138339-cb42-4909-b3fd-d953c24e3c8e,c258b9c5-22a2-46d5-af15-b42ea64df9d4,9ecaf179-6ef2-4f36-abbe-fe85dc010390,c644ac16-12f1-4b72-8b0a-c301b9dc6a34,3159c2a0-0225-4054-a926-77143ee32768
tch_20201031-122241_43,class_20201031-122241_43,P9d6-HqT4,8200b10c-4771-482a-b5d3-9ebd8f33d5f4,56753054-bfa9-4a9a-9428-5594b5d86f6c,4c9732ed-7db3-40ee-ab3b-6f6a8b6e727e,92b87065-61da-47c9-b9fc-43087628dbc9,0c0a8459-61ec-41e2-aa14-77cc303d5b53
tch_20201031-122241_44,class_20201031-122241_44,H8TN-Mw6A,4860a028-acb8-4983-a6b0-24c8f1163107,9b46b950-81ec-4712-98b1-607db8d33e05,364d384f-51d2-4374-9cee-07be420c5254,f57d37e3-faeb-4ba4-8ec6-a9e35d3eba3d,e8b7c321-1150-40f3-ba83-59c0e26c12f7
tch_20201031-122241_45,class_20201031-122241_45,kBXB-z3JG,1fb8841d-fa5c-478c-93a5-67db84d08304,34b35f4a-7bd2-46df-8bcd-39fe291bfa2c,ed2ee245-00fb-47f2-bdfd-dda429726c80,bef534b4-20bd-4bf0-b575-ba95cf232372,403529ec-715b-47fc-ab28-c4e4b7b421cc
tch_20201031-122241_46,class_20201031-122241_46,Vr4p-bG36,fc222507-4a42-46d2-b3dc-d3023e5b9b5c,da1ebba0-9fa5-4132-8cc4-280d0350099b,32e80297-601e-488b-841c-614be42ca37e,00a60052-9870-4caf-96f8-4490875b47ab,5e71336f-b37c-4ef5-aaec-3d0292b57bda
tch_20201031-122241_47,class_20201031-122241_47,k7Va-W3RC,5289cc1e-d331-4641-a331-564085e4847c,8d472c67-a7ea-4619-a816-7062986949de,5570a307-c94d-4a47-b9ff-668feae3b8c6,d6105e8f-e03e-48c7-98d8-847ed2174683,9ff33e8c-7af2-4b52-adde-1533c5b95df1
tch_20201031-122241_48,class_20201031-122241_48,cU7j-P92M,7ee368d1-a9ef-4150-ad06-df4f103f8a3a,63518d37-0dd8-4f83-84b3-4784efdafffc,7a2de2f7-ad53-4197-bc5d-2140cb69904e,5f39e46d-1c99-473c-ac6a-95b7a8c8f49a,1415c8b7-e406-4e34-87f0-a10bf138334c
tch_20201031-122241_49,class_20201031-122241_49,TRYk-zj6y,b24ea39a-e498-4486-ae6b-2620b1beb282,951151be-05dc-413d-8a81-9459e54b32df,42339980-a1f8-4776-beed-9dbc4df2ee01,1fc64c98-b1c1-4dfb-b48a-81402c42b506,016e847c-8bf0-4ab3-97be-754605a45502
tch_20201031-122241_50,class_20201031-122241_50,ALX6-hvV7,0e04e1c6-56ae-43f0-8391-64f0ab3f24b0,a23ed05b-d5f3-4561-a074-95a0d6a2fcb7,211e7a8d-e6ae-44b9-8c91-873425f250aa,bca44815-9e2c-4fc4-b90f-ad8d7f9664fe,5e4910df-1e66-4c08-bb2c-d41013c361fc
tch_20201031-122241_51,class_20201031-122241_51,2x23-df69,fb46ec48-f620-463b-9fd6-7c1ac3340210,f95fc4fd-c76b-4133-b4b8-1ac01fd4d65d,f5d54b15-9afe-4118-9a09-29578a9cf181,130e64c0-e2bf-43cd-aee4-8143000d1df3,a9714e72-a651-4420-8bde-c7607bba5e3d
