tchextid,stduuid,stdextid,groupid
tch_20200715-172006_75,38dc9166-c694-11ea-af23-0242ac110002,std_1594815048763_75,ab281e2b-d7f4-4215-a4af-0fc803db6a6a
tch_20200715-172006_73,07a71013-c694-11ea-acee-0242ac110002,std_1594814966222_73,3dd8aab2-dc09-442e-97a9-ab4e64808ab8
tch_20200715-172006_79,954ca96f-c694-11ea-96b3-0242ac110002,std_1594815203816_79,281723d0-717e-401e-a6c6-9ebea69f37b3
tch_20200715-172006_76,5ceda8cc-c694-11ea-96b3-0242ac110002,std_1594815109225_76,6256d925-6bfe-4f17-91a8-2bf86a56998b
tch_20200715-172006_77,732d4f00-c694-11ea-acee-0242ac110002,std_1594815146574_77,e0d7c6b2-07e6-4af0-9b01-868ff8d32e58
tch_20200715-172006_75,322caf88-c694-11ea-acee-0242ac110002,std_1594815037544_75,ab281e2b-d7f4-4215-a4af-0fc803db6a6a
tch_20200715-172006_73,03270627-c694-11ea-96b3-0242ac110002,std_1594814958624_73,3dd8aab2-dc09-442e-97a9-ab4e64808ab8
tch_20200715-172006_79,9097fa4c-c694-11ea-acee-0242ac110002,std_1594815195885_79,281723d0-717e-401e-a6c6-9ebea69f37b3
tch_20200715-172006_77,6c36ee6e-c694-11ea-89f8-0242ac110002,std_1594815134896_77,e0d7c6b2-07e6-4af0-9b01-868ff8d32e58
tch_20200715-172006_77,66ef75d7-c694-11ea-acee-0242ac110002,std_1594815126063_77,e0d7c6b2-07e6-4af0-9b01-868ff8d32e58
tch_20200715-172006_78,7e4aeb85-c694-11ea-96b3-0242ac110002,std_1594815165251_78,1c556bb9-fc8e-4982-815e-816b4f14378d
tch_20200715-172006_74,1dbfa696-c694-11ea-96b3-0242ac110002,std_1594815003229_74,eb540d41-4ced-4287-9f59-cb51c14efd71
tch_20200715-172006_78,79427858-c694-11ea-acee-0242ac110002,std_1594815156801_78,1c556bb9-fc8e-4982-815e-816b4f14378d
tch_20200715-172006_74,17bd905a-c694-11ea-96b3-0242ac110002,std_1594814993203_74,eb540d41-4ced-4287-9f59-cb51c14efd71
tch_20200715-172006_76,4f21dd0b-c694-11ea-89f8-0242ac110002,std_1594815086148_76,b891d1ba-c8f8-47d4-9513-2749b97f3af9
tch_20200715-172006_78,72c5b3ec-c694-11ea-96b3-0242ac110002,std_1594815145902_78,1c556bb9-fc8e-4982-815e-816b4f14378d
tch_20200715-172006_74,12144932-c694-11ea-acee-0242ac110002,std_1594814983650_74,eb540d41-4ced-4287-9f59-cb51c14efd71
tch_20200715-172006_75,25c1838d-c694-11ea-af23-0242ac110002,std_1594815016710_75,ca316bec-4cfd-4e06-9014-34dfe46b1c1f
tch_20200715-172006_76,4a82d8bf-c694-11ea-96b3-0242ac110002,std_1594815078371_76,b891d1ba-c8f8-47d4-9513-2749b97f3af9
