tchextid,stduuid,stdextid,groupid
tch_20200706-220859_31,1a8e085e-bfab-11ea-94cc-0242ac110002,std_1594055218180_31,190421fa-9112-4b0e-b2ca-eb8f10e248c1
tch_20200706-220859_31,0948f36f-bfab-11ea-840b-0242ac110002,std_1594055189179_31,190421fa-9112-4b0e-b2ca-eb8f10e248c1
tch_20200706-220859_32,4058b75f-bfab-11ea-94cc-0242ac110002,std_1594055281596_32,6666ced2-b1f4-4688-b2ac-bd7c7fd074bb
tch_20200706-220859_32,32882f8c-bfab-11ea-840b-0242ac110002,std_1594055258419_32,6666ced2-b1f4-4688-b2ac-bd7c7fd074bb
tch_20200706-220859_34,1169398a-bfac-11ea-840b-0242ac110002,std_1594055632345_34,4c46d879-6088-41f3-a3a3-8c312d491d98
tch_20200706-220859_32,22167027-bfab-11ea-94cc-0242ac110002,std_1594055230827_32,6666ced2-b1f4-4688-b2ac-bd7c7fd074bb
tch_20200706-220859_30,e300d74b-bfaa-11ea-94cc-0242ac110002,std_1594055124995_30,aa8ee947-17a2-4b9a-a9b6-58a54f4e26fe
tch_20200706-220859_34,01092d24-bfac-11ea-94cc-0242ac110002,std_1594055604855_34,4c46d879-6088-41f3-a3a3-8c312d491d98
tch_20200706-220859_32,11dc3b26-bfab-11ea-94cc-0242ac110002,std_1594055203611_32,6666ced2-b1f4-4688-b2ac-bd7c7fd074bb
tch_20200706-220859_34,f104aee3-bfab-11ea-840b-0242ac110002,std_1594055577990_34,4c46d879-6088-41f3-a3a3-8c312d491d98
tch_20200706-220859_33,aeba296e-bfab-11ea-94cc-0242ac110002,std_1594055466783_33,6dbe2a3d-d518-44fc-845c-816f1551ab73
tch_20200706-220859_30,d2e46441-bfaa-11ea-840b-0242ac110002,std_1594055097941_30,aa8ee947-17a2-4b9a-a9b6-58a54f4e26fe
tch_20200706-220859_31,eb80e5c3-bfaa-11ea-94cc-0242ac110002,std_1594055139253_31,9c1cc4cc-a6c6-4998-b05d-da481e27949e
tch_20200706-220859_34,dfc0f980-bfab-11ea-94cc-0242ac110002,std_1594055549025_34,4c46d879-6088-41f3-a3a3-8c312d491d98
tch_20200706-220859_30,c26a4023-bfaa-11ea-840b-0242ac110002,std_1594055070308_30,aa8ee947-17a2-4b9a-a9b6-58a54f4e26fe
tch_20200706-220859_33,a1939d58-bfab-11ea-94cc-0242ac110002,std_1594055444716_33,6dbe2a3d-d518-44fc-845c-816f1551ab73
tch_20200706-220859_31,db9daa6b-bfaa-11ea-840b-0242ac110002,std_1594055112556_31,9c1cc4cc-a6c6-4998-b05d-da481e27949e
tch_20200706-220859_30,b28a87cc-bfaa-11ea-840b-0242ac110002,std_1594055043672_30,aa8ee947-17a2-4b9a-a9b6-58a54f4e26fe
tch_20200706-220859_33,92a0dcd1-bfab-11ea-840b-0242ac110002,std_1594055419634_33,6dbe2a3d-d518-44fc-845c-816f1551ab73
