student,classcode
perf_prod_std_01876,C2QW-giZ6
perf_prod_std_01877,hjJ9-BgiH
perf_prod_std_01878,67X7-3PaK
perf_prod_std_01879,H73Q-edha
perf_prod_std_01880,bP8d-aieY
perf_prod_std_01881,Qe8c-gQ6g
perf_prod_std_01882,3f9Z-2dXB
perf_prod_std_01883,2c89-Hfec
perf_prod_std_01884,4M67-2Mj4
perf_prod_std_01885,B9Bg-R3f6
perf_prod_std_01886,Hhe4-g2iU
perf_prod_std_01887,f8dP-c24i
perf_prod_std_01888,dMUT-938f
perf_prod_std_01889,Yb2W-4Ed4
perf_prod_std_01890,bdKe-9Xa8
perf_prod_std_01891,b6jd-chf2
perf_prod_std_01892,49eg-8PN3
perf_prod_std_01893,eKTh-7M8i
perf_prod_std_01894,f2Db-3Mbj
perf_prod_std_01895,Ye6h-gGRj
perf_prod_std_01896,a6dZ-3eRA
perf_prod_std_01897,9NEG-gPZa
perf_prod_std_01898,e6KE-CPad
perf_prod_std_01899,cVeF-6djA
perf_prod_std_01900,f9aM-RWZG
perf_prod_std_01901,27Ce-8had
perf_prod_std_01902,M6dc-edNG
perf_prod_std_01903,4d6c-eMg4
perf_prod_std_01904,PhLi-BZif
perf_prod_std_01905,bYZ7-HFX2
perf_prod_std_01906,6c2j-gbhU
perf_prod_std_01907,ec6a-hQh9
perf_prod_std_01908,WM9D-A7iR
perf_prod_std_01909,6GiP-F83j
perf_prod_std_01910,gW84-NgC8
perf_prod_std_01911,H769-MNeF
perf_prod_std_01912,39gQ-jFe4
perf_prod_std_01913,7c7A-62g9
perf_prod_std_01914,4ebi-Uf43
perf_prod_std_01915,gP7e-34G9
perf_prod_std_01916,T6fD-Wj7Z
perf_prod_std_01917,E6fj-a72j
perf_prod_std_01918,37H4-6iLX
perf_prod_std_01919,hdEP-DdNA
perf_prod_std_01920,G32g-ha9g
perf_prod_std_01921,9GW8-4cac
perf_prod_std_01922,4gcB-ecfh
perf_prod_std_01923,dXc9-Ff7a
perf_prod_std_01924,gN84-8eR9
perf_prod_std_01925,UHcG-RXg7
perf_prod_std_01926,eYjb-ZGh7
perf_prod_std_01927,hZ26-cj2a
perf_prod_std_01928,7e4d-cgCg
perf_prod_std_01929,3cBR-2d2E
perf_prod_std_01930,K6aj-XB9M
perf_prod_std_01931,K8hF-3W4M
perf_prod_std_01932,aK3e-iEL7
perf_prod_std_01933,i36j-iCLc
perf_prod_std_01934,3T2d-Nef2
perf_prod_std_01935,aBNg-7VC7
perf_prod_std_01936,P2Bb-ac4A
perf_prod_std_01937,AbB2-He3E
perf_prod_std_01938,7dQi-W9Y4
perf_prod_std_01939,aQLg-6P8c
perf_prod_std_01940,bEjL-8942
perf_prod_std_01941,H2Af-dCJe
perf_prod_std_01942,MQh9-DERc
perf_prod_std_01943,T69g-Ki6H
perf_prod_std_01944,Dh4h-WUjh
perf_prod_std_01945,Jc79-aE7H
perf_prod_std_01946,b2K3-LQDW
perf_prod_std_01947,2bfh-d7a4
perf_prod_std_01948,ZfiR-U9d2
perf_prod_std_01949,j4Z8-LbBf
perf_prod_std_01950,Ghgc-eP8e
perf_prod_std_01951,Xg9N-e3Na
perf_prod_std_01952,G6eg-U8f3
perf_prod_std_01953,DWGj-Fc8R
perf_prod_std_01954,7KeU-gQ7h
perf_prod_std_01955,b72Q-9Geg
perf_prod_std_01956,7Mai-Y3gX
perf_prod_std_01957,dg94-QdAd
perf_prod_std_01958,eBHK-Zjb6
perf_prod_std_01959,CW7i-dhia
perf_prod_std_01960,Q8bY-F6ib
perf_prod_std_01961,42GB-Y4e2
perf_prod_std_01962,39Lc-2BH6
perf_prod_std_01963,igch-aLbA
perf_prod_std_01964,ceaF-ciQb
perf_prod_std_01965,9bji-3QfP
perf_prod_std_01966,dYNF-XJ8F
perf_prod_std_01967,8jda-4ieU
perf_prod_std_01968,7386-geVc
perf_prod_std_01969,h8DG-Dd9j
perf_prod_std_01970,D4Vc-e4je
perf_prod_std_01971,9bXg-CjHd
perf_prod_std_01972,jbML-cPUE
perf_prod_std_01973,9ZY2-96e4
perf_prod_std_01974,cWBV-8f87
perf_prod_std_01975,eiMf-H7b8
perf_prod_std_01976,hHgd-ij97
perf_prod_std_01977,ahcd-8de6
perf_prod_std_01978,Tjab-9Hji
perf_prod_std_01979,h7ed-Mgcg
perf_prod_std_01980,RejF-3g4E
perf_prod_std_01981,MHcb-62La
perf_prod_std_01982,AQZe-ihdg
perf_prod_std_01983,3jge-B2YW
perf_prod_std_01984,jJEY-CjXb
perf_prod_std_01985,JeBh-e3h6
perf_prod_std_01986,HUfA-aPhK
perf_prod_std_01987,ij92-JY4C
perf_prod_std_01988,FV9f-H6iF
perf_prod_std_01989,b4eZ-R4bi
perf_prod_std_01990,Q9Lh-ijYe
perf_prod_std_01991,R6ic-biQi
perf_prod_std_01992,cVfU-f7D4
perf_prod_std_01993,329f-ca37
perf_prod_std_01994,FEdg-WhVF
perf_prod_std_01995,837h-eT3E
perf_prod_std_01996,4cf6-8KJi
perf_prod_std_01997,f2LX-djhF
perf_prod_std_01998,9jib-d7jW
perf_prod_std_01999,MYhU-GMac
perf_prod_std_02000,K2W2-ehKg
perf_prod_std_02001,96Vg-F7F8
perf_prod_std_02002,6Ui6-KibG
perf_prod_std_02003,Vd8R-d6ac
perf_prod_std_02004,ca3e-9BZf
perf_prod_std_02005,49fG-f9d8
perf_prod_std_02006,eChi-26Ad
perf_prod_std_02007,3b6j-7gcM
perf_prod_std_02008,jKa2-bgVb
perf_prod_std_02009,8cj2-62D2
perf_prod_std_02010,8R4b-gcGj
perf_prod_std_02011,9Ted-3Y9g
