a,b,c,d,e,f,g,h
tch_20201031-122241_16,class_20201031-122241_16,v8j2-T9qZ,94c12dd6-1eca-47c3-940e-e2297251e9a2,a6356345-44e0-4f01-ad73-06d004eebd5f,77794a5e-b5ed-4142-842d-7b2801d13fd2,356ced31-d0a7-47d8-a87b-0601cd457084,cc432d1b-8480-45b6-a8c6-26b65688d166
tch_20201031-122241_17,class_20201031-122241_17,6qMb-96Pd,f0b91be1-3683-4bd2-b9a2-da11c59352ca,4e6f485f-ecc5-4020-8c92-f7c6ff815b87,0418be30-806a-4305-8791-f4651cb7538a,93bc6bae-4695-4920-9f8d-3c5c68874470,801a1112-1511-4985-aa71-6ae87cc1e48b
tch_20201031-122241_18,class_20201031-122241_18,7sBJ-aXRQ,1e17212b-aaf7-4b90-ad0c-bbb6d6c046f8,15d8830c-8f51-42d1-9fc8-ce76af2cc29f,1cdeb371-2747-46d0-b79b-4682356b8324,7945ee6f-2704-459a-b514-4753cb6a4215,a83272e9-250a-499e-98c8-577e11bdc796
tch_20201031-122241_19,class_20201031-122241_19,4ea7-c9sz,208de63b-01a2-486d-be6d-347b72356692,4043de18-11be-4a32-bd17-baf82a4a0457,9052828f-116f-474f-aad6-f9c536f22d26,d5066e3e-bed3-4bd1-84ae-2db32a349822,8d9c001e-a26f-4d11-a697-8030ee518afd
tch_20201031-122241_20,class_20201031-122241_20,rnLF-ECw9,f6057a10-b70d-412e-b2f4-7d8d5991b3e8,488f7f18-3a99-4b42-ad8f-bd187a7a474d,0ed8cd5e-0635-43b1-9855-6411d3880c6f,1c005911-f4ca-4ff7-abdf-d5374166bcec,bf746a2c-bd4e-43dd-9395-1540354f54e2
tch_20201031-122241_21,class_20201031-122241_21,434C-iCuy,b5c7ce57-a3e6-4aab-bbb8-06a9db809f54,4af3f226-11f3-4c33-ac04-bc20236d9ece,b5e5cc44-1840-4a18-a04c-3e589219f63a,dc125f0d-c232-43b2-b387-efcadb54bfe2,2539aa1b-0bf5-4566-be72-f64cabd59f78
tch_20201031-122241_22,class_20201031-122241_22,W93n-PcjT,313f440d-601c-4e0f-8cfe-72c9112dc2f4,aad461f9-1a0a-42c5-bff5-da34bc3883e6,e672a170-46b5-4fe6-a449-4cf1eef92013,f5477823-0239-4571-a1c0-da205550b81b,69c6f742-eadc-4872-83f4-35403c6c9d38
tch_20201031-122241_23,class_20201031-122241_23,Nef6-3Dky,4791afc1-42f8-43d6-a7cd-b1b1647dddd4,5a0d6503-e4db-48c0-80dd-3119ed252e4f,85cf7885-cf21-4cb3-bca8-c82f843b3caa,d10dfae5-a72e-4dc2-9e49-bb0416ee0726,141b0085-6296-48e3-bd5a-539557ff5338
tch_20201031-122241_24,class_20201031-122241_24,8Fb2-ZA4d,d6802943-a702-4793-bea1-0ca13c20fff7,514d275f-7e4a-4da1-a259-f52dc18fda5a,d0a9e9fb-bb67-4137-a0f2-9e68eee98b0d,75e6b5fe-cd02-4d85-9fd6-5e168be3bf7b,1a483ba4-36a3-438f-b9e8-6b8f11dad5ed
tch_20201031-122241_25,class_20201031-122241_25,aZM7-F4s9,6ca28f0f-3117-45c8-a137-0724085821f9,72810e63-5868-4b3d-8561-f803c31a720f,4c7d9d77-16e8-41c1-9225-ba47f212ef91,cda92e8b-2d7d-41f9-89d8-e2404ae5a08b,5e242a65-c5a9-4b26-af8c-7dfd45fc29b9
tch_20201031-122241_26,class_20201031-122241_26,j2Nb-28aN,692fc43c-f9fd-4cbc-81f1-844141faade0,b95ac3bc-5363-47bb-94be-a1faf35b9984,a117d1a3-0ff2-4e2a-8c6c-967b546eca5d,fd1ea64a-f51a-48e3-b271-aee93f48f095,3276749c-39f8-4752-9e2b-c94e2e2a21ca
tch_20201031-122241_27,class_20201031-122241_27,hPbD-q3hD,a3f77ef0-3494-47a7-a997-114092287fb1,5d67c432-a25a-4b0b-85a1-2e53dcc101aa,79544597-57c6-42e9-abff-474b6f5c0c1e,e238162d-a499-4bd3-ae1c-1c8d3fff3f0c,e71b58a3-5a01-43e2-bbe7-d1c6598a0b74
