extuserid,classcode,classid,invid,tchextuserid
s41_1661450546491_1,wzci-48M8,dbe66929-6096-4a56-bca8-afc7dac20316,c911e97f-61eb-45dc-ab11-2bb3eedc53bc,t241_20220825-232809_1
s41_1661450540591_6,2WBe-8RZ6,bc788ed1-6844-4404-bc3a-b0c9dc2c1034,b8f2f69e-8243-4d4b-a574-2f0a7a7a5c76,t241_20220825-232809_6
s41_1661450550539_2,4UFv-iw3P,dbce9186-4942-4be5-9c37-6d85257db8cc,6f067653-b40f-4c7d-bf9f-9cab120fb8b9,t241_20220825-232809_2
s41_1661450557145_4,g8Dw-DFb6,f94be52f-d4f4-4f96-8c38-9a428ab69025,b1286d90-acc7-4d81-be16-4ab81d9a6fcb,t241_20220825-232809_4
s41_1661450555264_7,ygUJ-MR28,97620eaa-ddd1-423c-8c97-95c713bb338a,da73e00e-75dd-4e0c-88a3-4a55bd79105b,t241_20220825-232809_7
s41_1661450553208_8,L832-7Dr3,b6eaa45b-fa35-472a-a413-99ffacfbb13e,84b03690-e2f6-4b0a-8975-7c146f52c858,t241_20220825-232809_8
s41_1661450559438_5,MyGc-pAqX,d33dbfc7-7bfc-488a-a02a-db23034db0be,cc05c6e8-90b2-4691-a4c9-50e1b41c29b0,t241_20220825-232809_5
s41_1661450555207_3,qdc9-z28t,d555a0ab-1b20-46a9-a5c5-67aea39ddd6f,6fe372f7-b3e8-48d7-b98a-be8545c4a246,t241_20220825-232809_3
s41_1661450565113_10,c29f-w3gD,ab4193c2-a1cc-4528-b811-54e3fb553df9,0be86fb5-db40-4038-b920-f403c206c34b,t241_20220825-232809_10
s41_1661450572885_1,wzci-48M8,dbe66929-6096-4a56-bca8-afc7dac20316,e2d9b6fc-41cf-4b14-aa6e-d551c1512c51,t241_20220825-232809_1
s41_1661450574821_6,2WBe-8RZ6,bc788ed1-6844-4404-bc3a-b0c9dc2c1034,34dd7108-3606-4203-995a-37c33a18cb00,t241_20220825-232809_6
s41_1661450574433_9,NnuD-rm9z,cf7d8dc9-9bae-4531-82f3-fd1e20429e78,a40d2983-5c52-4c5a-80c3-0e5c10a72d6e,t241_20220825-232809_9
s41_1661450582075_2,4UFv-iw3P,dbce9186-4942-4be5-9c37-6d85257db8cc,12b18959-dc47-4ab3-9355-ab55d50b366a,t241_20220825-232809_2
s41_1661450587308_7,ygUJ-MR28,97620eaa-ddd1-423c-8c97-95c713bb338a,23c1da04-f9be-4365-afa9-3b878fc2c0f6,t241_20220825-232809_7
s41_1661450585846_4,g8Dw-DFb6,f94be52f-d4f4-4f96-8c38-9a428ab69025,6134e6bf-d00a-4bbe-bd06-c4d9a7153d58,t241_20220825-232809_4
s41_1661450588477_8,L832-7Dr3,b6eaa45b-fa35-472a-a413-99ffacfbb13e,69fda330-16e9-4552-8816-8535917c4e67,t241_20220825-232809_8
s41_1661450592835_5,MyGc-pAqX,d33dbfc7-7bfc-488a-a02a-db23034db0be,1ac82ebd-9363-492c-bb80-ff78900c4672,t241_20220825-232809_5
s41_1661450593772_3,qdc9-z28t,d555a0ab-1b20-46a9-a5c5-67aea39ddd6f,33e7c294-527a-45a6-a320-b3001b54e135,t241_20220825-232809_3
s41_1661450598216_10,c29f-w3gD,ab4193c2-a1cc-4528-b811-54e3fb553df9,d9d612e6-fc0d-4cf7-aaa5-94d8f03740ca,t241_20220825-232809_10
s41_1661450605237_6,2WBe-8RZ6,bc788ed1-6844-4404-bc3a-b0c9dc2c1034,ec138a02-112c-4137-816e-ae6423f8fcd2,t241_20220825-232809_6
s41_1661450604572_1,wzci-48M8,dbe66929-6096-4a56-bca8-afc7dac20316,1dd3510e-ae51-48d6-be3f-154b0a6f9187,t241_20220825-232809_1
s41_1661450611092_9,NnuD-rm9z,cf7d8dc9-9bae-4531-82f3-fd1e20429e78,858588c6-7f7c-45db-a0ed-9fe028d78d03,t241_20220825-232809_9
s41_1661450611692_2,4UFv-iw3P,dbce9186-4942-4be5-9c37-6d85257db8cc,e80ba450-23b2-4d3f-adbb-42757a7e53c6,t241_20220825-232809_2
s41_1661450619917_8,L832-7Dr3,b6eaa45b-fa35-472a-a413-99ffacfbb13e,45a5eea5-3f07-4f4a-9e58-11d0e35e4f39,t241_20220825-232809_8
s41_1661450618147_4,g8Dw-DFb6,f94be52f-d4f4-4f96-8c38-9a428ab69025,f737f243-f81a-45ba-87ea-96a0bf24cc95,t241_20220825-232809_4
s41_1661450622727_5,MyGc-pAqX,d33dbfc7-7bfc-488a-a02a-db23034db0be,1e5eecec-32ee-4400-9658-70254fecca30,t241_20220825-232809_5
s41_1661450618131_7,ygUJ-MR28,97620eaa-ddd1-423c-8c97-95c713bb338a,15decf1d-2fee-4b9e-a4c0-f0cc25031da7,t241_20220825-232809_7
s41_1661450628376_3,qdc9-z28t,d555a0ab-1b20-46a9-a5c5-67aea39ddd6f,295d7124-f84b-46a6-addf-fada8792d329,t241_20220825-232809_3
s41_1661450631338_6,2WBe-8RZ6,bc788ed1-6844-4404-bc3a-b0c9dc2c1034,1c75103e-2511-404e-bf88-8f09749ece8d,t241_20220825-232809_6
