extuserid,classcode,classid,invid,tchextuserid
t145_1661359543893_20,eA8f-oyUx,f52be89f-7c4e-4907-b8aa-7bcf0f5d1351,9b891da6-40b4-4e84-b1f9-3a5db23fed6d,t245_20220824-220611_20
t145_1661359544473_17,Kx4H-n3iD,371e6919-7fc1-41d9-a1e8-6544fa489e42,5cbb722d-4515-4d3a-adca-ff9d1fa052c4,t245_20220824-220611_17
t145_1661359548834_14,98BC-k89m,06d7a94b-6e8c-4548-924c-c060cf87fd1e,c904cb3a-f2ab-416b-a2d8-ed56a4037f1b,t245_20220824-220611_14
t145_1661359553366_27,8fgb-t62G,37b0e121-260b-4e67-9340-e877aa260a49,db2c6bf8-8fb5-4485-a30b-38363d609334,t245_20220824-220611_27
t145_1661359554125_24,7m2G-ajxq,f64e4928-e716-4a9b-b861-b282d47a5953,0f5b2391-4ab6-490f-b033-3e3839d6b505,t245_20220824-220611_24
t145_1661359550492_25,e7tf-672D,daacc637-a2b1-4008-8065-49560f718267,062d1d5b-74f3-4e8e-984e-c8b31f6732e8,t245_20220824-220611_25
t145_1661359556642_28,b2e9-4zBK,953b30a9-a2de-4776-a402-2c75366a9e9c,c0712a4c-7fdb-4684-a075-43c9c7d243be,t245_20220824-220611_28
t145_1661359552583_23,XBU3-7Pfw,b3ad5932-29c1-4735-a513-d4ec800d6228,141b22bc-7060-4855-adda-7a6d6b105a98,t245_20220824-220611_23
t145_1661359557406_16,MH2u-LrXA,0c4cb881-c67d-4019-86f1-b76648367c5c,8bad42c4-8153-4072-8992-7050bb94e3ad,t245_20220824-220611_16
t145_1661359555142_18,NG2B-ziev,2bd24027-2605-4537-b8e8-a67b9a63e6f1,5110f2b0-31da-481d-93a4-70d6ab50fea7,t245_20220824-220611_18
t145_1661359553118_21,Mi6V-x6R7,c4d3a4de-b7e5-4d71-9045-8be91d5431f9,1ba0a093-183b-402b-9782-e51d805a7bd9,t245_20220824-220611_21
t145_1661359557314_26,962c-xfEG,48e5620c-d82c-4b7c-aa5c-92ec193d521b,e941f937-b4a7-4769-94f4-2cab73001d4e,t245_20220824-220611_26
t145_1661359552690_22,vQpL-UiBR,8f3e398e-a5ad-4ed5-8eea-fa6d192f01aa,5069b96e-825f-4779-ab40-4399dcbe41c0,t245_20220824-220611_22
t145_1661359561982_17,Kx4H-n3iD,371e6919-7fc1-41d9-a1e8-6544fa489e42,e6af8dc3-5097-4861-9a39-16d23eec5c7d,t245_20220824-220611_17
t145_1661359560698_20,eA8f-oyUx,f52be89f-7c4e-4907-b8aa-7bcf0f5d1351,8cda0513-8516-405b-85eb-d48751ca1978,t245_20220824-220611_20
t145_1661359557068_19,A3mK-PEi7,e6a18204-fefc-40e3-8c4c-ff6a57e66dc5,0f1c774b-5429-49dd-97fb-3d2f84514437,t245_20220824-220611_19
t145_1661359564481_27,8fgb-t62G,37b0e121-260b-4e67-9340-e877aa260a49,519a4a87-8773-494a-8510-f85b4f6d6a60,t245_20220824-220611_27
t145_1661359569934_21,Mi6V-x6R7,c4d3a4de-b7e5-4d71-9045-8be91d5431f9,73f0b4d2-3ee9-4e4d-b614-2d72bb9dbfbb,t245_20220824-220611_21
t145_1661359566266_25,e7tf-672D,daacc637-a2b1-4008-8065-49560f718267,0e5e6192-e89f-4050-94b2-c114313197fd,t245_20220824-220611_25
t145_1661359568566_16,MH2u-LrXA,0c4cb881-c67d-4019-86f1-b76648367c5c,f8894dce-d6f4-4608-a4ba-b6390661a8bd,t245_20220824-220611_16
t145_1661359570502_26,962c-xfEG,48e5620c-d82c-4b7c-aa5c-92ec193d521b,4041f9d9-b5f6-440e-8341-537bf15537c7,t245_20220824-220611_26
t145_1661359566725_28,b2e9-4zBK,953b30a9-a2de-4776-a402-2c75366a9e9c,2aa807c6-ad8b-43f5-817a-6b1b8020c550,t245_20220824-220611_28
t145_1661359570588_22,vQpL-UiBR,8f3e398e-a5ad-4ed5-8eea-fa6d192f01aa,0f07b7dd-533e-45a2-8a67-1cb5aad306ee,t245_20220824-220611_22
t145_1661359565697_24,7m2G-ajxq,f64e4928-e716-4a9b-b861-b282d47a5953,deec57f8-fab8-4f0b-82d8-8c0b7ba052c6,t245_20220824-220611_24
