extuserid,classcode,classid,invid,tchextuserid
t144_1661355513911_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,0796f344-ffea-4965-a14e-a76624c31779,t244_20220824-210748_1
t144_1661355528046_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,d0992970-7642-452f-8529-5a51eeff52bb,t244_20220824-210748_2
t144_1661355536410_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,b85591d1-efdd-4c90-9b3d-9206e5c2c006,t244_20220824-210748_1
t144_1661355548483_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,c39ca58e-a2b8-44d5-a720-b5ec9fcd3230,t244_20220824-210748_3
t144_1661355552591_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,a360fb99-4777-4c97-9ae1-1c16fcbaaeb6,t244_20220824-210748_2
t144_1661355563773_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,d75b4aca-e131-47f6-a9d4-9896d891f4d6,t244_20220824-210748_1
t144_1661355566118_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,5b49960d-a75e-43f6-a2ed-84bec72fa6fa,t244_20220824-210748_4
t144_1661355574217_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,6ee2d8a0-e151-4d77-8ccf-5d832f0e811d,t244_20220824-210748_3
t144_1661355579408_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,391a4a32-3f6a-4892-99b9-94f409f1ec66,t244_20220824-210748_2
t144_1661355583700_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,60e53ddc-4ffe-4585-9138-65c618b71502,t244_20220824-210748_1
t144_1661355588108_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,e716aa4d-4522-401c-8486-b6865e69ce1a,t244_20220824-210748_4
t144_1661355588622_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,a00e78ec-91e8-4cb7-91e6-47ff44a1e1c2,t244_20220824-210748_5
t144_1661355598046_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,1387d2f6-57b0-4d67-9b26-b522cfddac81,t244_20220824-210748_3
t144_1661355603891_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,7665c230-f88e-406f-bbf8-d05d805ce82a,t244_20220824-210748_2
t144_1661355605344_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,c4e3ff4b-f0f2-4c41-b0ef-38282e5d0bc3,t244_20220824-210748_1
t144_1661355608872_6,nzx3-8M3T,b0c0fb8c-9f1c-4d0b-8f3c-b11f1be80efe,4e0c0e3c-840e-4258-a5eb-bd6100c2a7fa,t244_20220824-210748_6
t144_1661355608643_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,9f5929eb-1e8e-4be1-99a8-9d42ee411466,t244_20220824-210748_4
t144_1661355612974_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,ca078f3a-ea5f-42fe-ae83-b9867613f4dd,t244_20220824-210748_5
t144_1661355623602_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,3dbb1263-8b2e-48cf-b139-b00beea2bb4e,t244_20220824-210748_3
t144_1661355624584_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,fe72c073-db5e-43f3-a9d0-fe540b4879e5,t244_20220824-210748_2
t144_1661355626226_7,DNMD-nwqA,4c89201d-1f57-41ac-b458-71e68cff8866,7ee09437-51f6-491d-9290-89a314543847,t244_20220824-210748_7
t144_1661355633029_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,a245c11a-cbbb-4602-9dd8-b21ee9629b3f,t244_20220824-210748_4
t144_1661355630802_6,nzx3-8M3T,b0c0fb8c-9f1c-4d0b-8f3c-b11f1be80efe,37c98b16-7cc7-425b-8b51-c4582879e3b8,t244_20220824-210748_6
t144_1661355628811_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,f8079ff6-2f91-4c61-84ae-9683e06f4b80,t244_20220824-210748_1
t144_1661355635723_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,ed686beb-3557-47e1-b54f-4166cc8a392a,t244_20220824-210748_5
t144_1661355642000_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,9a3c8ba9-7956-4fd6-8daf-0dbe326a1eea,t244_20220824-210748_3
t144_1661355645316_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,cf6d31e0-9f9f-4862-92f9-f1e1c7945fc9,t244_20220824-210748_2
t144_1661355648252_8,V3wG-q2Ut,f187f8e8-169b-4f24-9bb2-2b368a032a73,5aeb79d0-918e-4690-9843-8845f9f6401c,t244_20220824-210748_8
t144_1661355651574_7,DNMD-nwqA,4c89201d-1f57-41ac-b458-71e68cff8866,8462fb9e-72ff-4ce5-8513-2f61ac987f88,t244_20220824-210748_7
t144_1661355654148_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,07489f27-30b8-4238-9051-e0d5a32cf60e,t244_20220824-210748_4
t144_1661355657026_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,bb43edd5-e1f3-4a6d-81ad-056dec2ae942,t244_20220824-210748_5
t144_1661355654464_6,nzx3-8M3T,b0c0fb8c-9f1c-4d0b-8f3c-b11f1be80efe,f6a84a46-8cc1-4fe4-999f-87f9b7bd7aaa,t244_20220824-210748_6
t144_1661355655933_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,fbd8ec4c-3c3a-435f-90db-5ec84438c819,t244_20220824-210748_1
t144_1661355667500_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,962cb065-3e83-407b-8eee-b497f31223ca,t244_20220824-210748_2
t144_1661355672455_7,DNMD-nwqA,4c89201d-1f57-41ac-b458-71e68cff8866,bc93b31f-a030-4a52-a93e-4a5b686ef30d,t244_20220824-210748_7
t144_1661355669508_8,V3wG-q2Ut,f187f8e8-169b-4f24-9bb2-2b368a032a73,af9b1f69-eb04-44a2-891f-7d1ff00f60e0,t244_20220824-210748_8
t144_1661355675294_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,fb43ae9b-5fbf-4265-bd27-d5a6aaa1874e,t244_20220824-210748_4
t144_1661355678328_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,caefba17-c6a1-40b9-9fea-8e1e96ec8098,t244_20220824-210748_5
t144_1661355686623_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,747d14ea-95a0-4557-8856-be8a3f810eb0,t244_20220824-210748_2
t144_1661355679662_6,nzx3-8M3T,b0c0fb8c-9f1c-4d0b-8f3c-b11f1be80efe,9e7dc489-7826-4bf7-8b03-9aaff446f725,t244_20220824-210748_6
t144_1661355681168_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,bec98261-65d4-400b-8b2d-2f35de5b445a,t244_20220824-210748_1
t144_1661355688766_9,eNX3-78ue,4c396256-c584-4ceb-89fd-227b9139e553,24091be5-ca8c-47eb-af5e-0a0b418a3c5d,t244_20220824-210748_9
t144_1661355692686_7,DNMD-nwqA,4c89201d-1f57-41ac-b458-71e68cff8866,da63dfb0-6055-4de5-9e3f-55dbc2e76cc8,t244_20220824-210748_7
t144_1661355688764_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,47404d23-e674-4f38-a4cb-b2fb3d8b8e09,t244_20220824-210748_3
t144_1661355694124_8,V3wG-q2Ut,f187f8e8-169b-4f24-9bb2-2b368a032a73,745f2bd4-e008-4eb5-b5c5-f26b69a2da9c,t244_20220824-210748_8
t144_1661355693781_10,n9ds-r869,21cea15e-148b-4830-95e0-f1a39b57ae3a,deb01393-ee70-4aa3-99c3-a27a0d7e417c,t244_20220824-210748_10
t144_1661355700013_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,3f661823-18de-4b59-8159-185ad67a1002,t244_20220824-210748_5
t144_1661355697438_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,88884b32-e735-446b-afc5-46d1425d2e62,t244_20220824-210748_4
t144_1661355706051_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,a67abc2d-9dc6-46f9-a148-b52cbd164e16,t244_20220824-210748_1
t144_1661355704603_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,9080eff7-86a7-4053-8128-718ec7859664,t244_20220824-210748_2
t144_1661355705612_6,nzx3-8M3T,b0c0fb8c-9f1c-4d0b-8f3c-b11f1be80efe,46815c49-ea46-47a8-ab5d-50ba6e0020b8,t244_20220824-210748_6
t144_1661355707938_9,eNX3-78ue,4c396256-c584-4ceb-89fd-227b9139e553,12254c60-3123-4928-baa4-fe65ab8767d8,t244_20220824-210748_9
t144_1661355710246_11,Eo3h-ojAC,9b5a3f0b-75dd-4fb4-8c04-7123b7a81f11,b8b1b648-67e3-4360-8f56-7d8029a302de,t244_20220824-210748_11
t144_1661355711187_7,DNMD-nwqA,4c89201d-1f57-41ac-b458-71e68cff8866,f38f2e3c-5501-4f72-acf6-32fb1a34e69d,t244_20220824-210748_7
t144_1661355713240_3,24Dg-Nvhc,7229e12a-1f2f-4e94-bfa8-cf28e0b8ff81,f940c4e4-ea23-4d9f-9efd-f2174202ff13,t244_20220824-210748_3
t144_1661355721316_4,3pV2-txKA,f2677dcb-26fa-4926-9f7c-e68430786bae,a93e3a7e-4cf6-45fe-bb6a-44f0c6b29e80,t244_20220824-210748_4
t144_1661355719060_10,n9ds-r869,21cea15e-148b-4830-95e0-f1a39b57ae3a,8f50235c-42b2-4409-b46e-293cfa6ec3dc,t244_20220824-210748_10
t144_1661355716208_8,V3wG-q2Ut,f187f8e8-169b-4f24-9bb2-2b368a032a73,1b695a63-274d-4e6e-9fd0-4201509d1dc1,t244_20220824-210748_8
t144_1661355720332_5,y9gE-eM4w,41574c6a-9d73-40a2-8d5b-da4ea1a346fe,afaa0dc6-5f21-4daf-b6d1-d3bc1e8c0233,t244_20220824-210748_5
t144_1661355728667_6,nzx3-8M3T,b0c0fb8c-9f1c-4d0b-8f3c-b11f1be80efe,b438ff6b-3ced-4366-b814-440e0111e89b,t244_20220824-210748_6
t144_1661355725141_1,M4g7-8Mio,85ffa039-927a-46cb-9a66-9b6c1982e7b3,dd856291-990f-4316-8c0c-2fcfebdc7c8c,t244_20220824-210748_1
t144_1661355728036_12,x76v-Xob9,c1bda9ea-e6fc-45cb-9ee3-53c690a4f5fa,ac13e362-8e51-40cd-a1ad-2e437ca574fb,t244_20220824-210748_12
t144_1661355728254_2,gqka-tkPp,bac0f88b-be0c-4304-bf64-d78d97100a1c,44f8d245-9d13-477f-ab00-cc5066f23fbf,t244_20220824-210748_2
t144_1661355731081_9,eNX3-78ue,4c396256-c584-4ceb-89fd-227b9139e553,4d8d83a3-d3df-4ab8-8434-a542d66b5cf3,t244_20220824-210748_9
t144_1661355733919_11,Eo3h-ojAC,9b5a3f0b-75dd-4fb4-8c04-7123b7a81f11,f688c357-b8b9-4fe4-b8d6-abac5e98b209,t244_20220824-210748_11
t144_1661355735678_7,DNMD-nwqA,4c89201d-1f57-41ac-b458-71e68cff8866,2042c380-1100-467c-8944-e1b07ff9d276,t244_20220824-210748_7
t144_1661355741889_13,NwsU-Kj9Y,3e5d0efb-293e-46c6-91d2-1222d0fea0c7,2e08051c-6f38-453b-ba74-1e3eedaae8ff,t244_20220824-210748_13
