extuserid,classcode,classid,invid,tchextuserid
s41_1661551828772_1,r3is-cwTk,ac9ff431-d7af-4934-905e-36af89bd946a,32aebbc8-f6ab-4c15-bd10-ca9c0169ddbe,t241_20220827-033658_1
s41_1661551849671_2,tgGp-abhJ,b0338322-9332-4d14-8864-65778aa28dec,7f0feca1-837e-471b-8706-655c9cb01bd5,t241_20220827-033658_2
s41_1661551860696_1,r3is-cwTk,ac9ff431-d7af-4934-905e-36af89bd946a,5a4a1f28-0fde-4416-8e92-6282bef93dd2,t241_20220827-033658_1
s41_1661551867563_3,6EJT-wQ7U,25cad253-6ec9-430c-a0d7-8822945ab696,ecfe0262-7d62-411e-ba9b-b9b8ea332cc3,t241_20220827-033658_3
s41_1661551884224_2,tgGp-abhJ,b0338322-9332-4d14-8864-65778aa28dec,d221213b-775c-4b18-844d-db6f732890dd,t241_20220827-033658_2
s41_1661551886921_4,PTMn-oRE2,358a79f9-380c-439c-8b2a-6e07cd720fa4,ec4396bd-2236-4cd2-b7e5-4510c6deae4f,t241_20220827-033658_4
s41_1661551893651_1,r3is-cwTk,ac9ff431-d7af-4934-905e-36af89bd946a,095fc76b-4bc1-4533-96fd-93ee52d2b17f,t241_20220827-033658_1
s41_1661551897401_5,Dd2Q-pAhL,7468e1b8-9f12-4a25-a2ed-b7078308910c,04f21543-fceb-4259-8ae6-631a54282f19,t241_20220827-033658_5
s41_1661551900984_3,6EJT-wQ7U,25cad253-6ec9-430c-a0d7-8822945ab696,675a8cc9-b25d-44e3-9293-08cb350bb090,t241_20220827-033658_3
s41_1661551919119_4,PTMn-oRE2,358a79f9-380c-439c-8b2a-6e07cd720fa4,99ab01e4-aba7-46e4-b324-e82c8bf9b392,t241_20220827-033658_4
s41_1661551916969_2,tgGp-abhJ,b0338322-9332-4d14-8864-65778aa28dec,fe245d95-ae41-4170-9513-fe39cade745c,t241_20220827-033658_2
s41_1661551927818_1,r3is-cwTk,ac9ff431-d7af-4934-905e-36af89bd946a,123dbc1a-8e74-4b3a-8b1f-c3a045586c35,t241_20220827-033658_1
s41_1661551929422_5,Dd2Q-pAhL,7468e1b8-9f12-4a25-a2ed-b7078308910c,5b279ef4-e1b4-4ff4-a302-339f8ee68097,t241_20220827-033658_5
s41_1661551930691_6,vonu-2p64,5b05f17d-6364-4cd8-b474-7b6f029b1e72,f26f2ff1-9a2a-4657-8d6b-8a52a04f9a30,t241_20220827-033658_6
s41_1661551934326_3,6EJT-wQ7U,25cad253-6ec9-430c-a0d7-8822945ab696,168d0093-bf0a-4029-b574-74af1e0e3e2f,t241_20220827-033658_3
s41_1661551949474_4,PTMn-oRE2,358a79f9-380c-439c-8b2a-6e07cd720fa4,12d68ed9-a826-440a-86e6-bdb1683a62c0,t241_20220827-033658_4
s41_1661551950591_2,tgGp-abhJ,b0338322-9332-4d14-8864-65778aa28dec,44828c6a-44fd-4510-8d8d-02051193b1f6,t241_20220827-033658_2
s41_1661551956940_5,Dd2Q-pAhL,7468e1b8-9f12-4a25-a2ed-b7078308910c,2217f5a9-5cd1-4ea3-a091-de236260ee5b,t241_20220827-033658_5
s41_1661551956789_1,r3is-cwTk,ac9ff431-d7af-4934-905e-36af89bd946a,79bad88d-03d9-4539-a260-4adba1fd9ac6,t241_20220827-033658_1
s41_1661551966007_6,vonu-2p64,5b05f17d-6364-4cd8-b474-7b6f029b1e72,f4d17174-15d0-4539-b621-d61e1d51663d,t241_20220827-033658_6
s41_1661551967011_3,6EJT-wQ7U,25cad253-6ec9-430c-a0d7-8822945ab696,8e55dcd0-43b1-4f4f-8399-2201844c65ac,t241_20220827-033658_3
