extuserid,classcode,classid,invid,tchextuserid
s42_1661456194909_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,fa60f0a4-eccf-4955-9e68-3d0a7654d79b,t42_20220826-010301_1
s42_1661456197001_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,ba1385ab-77ce-4aa2-9c18-cca837ff8201,t42_20220826-010301_2
s42_1661456206123_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,61594caf-32fe-46a1-8734-84923a45bdcf,t42_20220826-010301_1
s42_1661456203275_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,e38c436a-44b2-467a-92ec-6158f7bc0243,t42_20220826-010301_3
s42_1661456210453_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,f819b14c-577a-4659-8ca8-864078d7ad6c,t42_20220826-010301_2
s42_1661456217124_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,678211ca-c4ab-4a46-9722-c9df9a92340d,t42_20220826-010301_1
s42_1661456221055_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,83e43997-a5f5-438c-ad29-729667e7d9c6,t42_20220826-010301_3
s42_1661456225599_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,95f735ea-9d48-4e93-a926-7727b2b9d390,t42_20220826-010301_5
s42_1661456229016_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,e5840179-3854-4556-836e-ee7e24dd07c3,t42_20220826-010301_1
s42_1661456227077_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,c8e5e5dd-4f5e-44ba-841d-e69628969c83,t42_20220826-010301_2
s42_1661456231588_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,d787e302-b7dd-4f77-8c1f-16b80440327b,t42_20220826-010301_4
s42_1661456233597_6,ipf9-kj3g,10eecbdf-60de-4d43-833f-45aaa89e6091,79216e5a-9f21-414f-97a2-a1036fe9bcb4,t42_20220826-010301_6
s42_1661456238498_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,27f66456-9944-4b19-88b0-f4482cc4b249,t42_20220826-010301_5
s42_1661456234069_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,26b6bf8d-7e41-4e5b-82bf-a081393b97fb,t42_20220826-010301_3
s42_1661456241757_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,c8cc1c3e-2ed7-4ece-b60a-e5c3456b729b,t42_20220826-010301_2
s42_1661456240589_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,d90a9ad9-8643-4424-aa1d-2ac3d0a3bca1,t42_20220826-010301_1
s42_1661456242070_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,cf87c369-2caf-4713-bd40-65f835a52fe0,t42_20220826-010301_4
s42_1661456247429_6,ipf9-kj3g,10eecbdf-60de-4d43-833f-45aaa89e6091,faa1dbe7-c87f-4b8c-bed8-3da2a39329b8,t42_20220826-010301_6
s42_1661456252140_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,22d5798c-3826-4dd1-9bb3-a62c1b0b991f,t42_20220826-010301_2
s42_1661456251543_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,4f074ec6-9e4d-4fce-b927-2cffc8d0920c,t42_20220826-010301_3
s42_1661456251425_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,b9050659-c3fa-42fc-a255-ba9d8cd3ce24,t42_20220826-010301_5
s42_1661456256523_8,t6pf-LCQ3,3066a935-9279-4ee7-91d9-27c184adfc3b,c1f7ac85-ec3f-4dab-bdea-271d6685ca90,t42_20220826-010301_8
s42_1661456257342_7,8V8n-C9eB,796e9e63-9bba-40eb-9af8-1d107b71ad31,7d5b9dda-8a75-47fa-b658-e6d2e2a98caf,t42_20220826-010301_7
s42_1661456259663_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,9983a30e-17db-40bf-8222-cf1cecfbf256,t42_20220826-010301_4
s42_1661456257902_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,e601848c-1905-4b71-9696-d82b71ce9cc9,t42_20220826-010301_1
s42_1661456262113_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,f51e0bc1-effa-4cfd-aa01-2d05d3f88118,t42_20220826-010301_2
s42_1661456264417_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,1bd4e683-d1f2-42db-9713-8369f9a6aa86,t42_20220826-010301_3
s42_1661456260261_6,ipf9-kj3g,10eecbdf-60de-4d43-833f-45aaa89e6091,5c0a0294-f293-4f03-8028-3c4819cded03,t42_20220826-010301_6
s42_1661456264811_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,190401a8-853e-4f53-82fc-3b48d8ba040d,t42_20220826-010301_5
s42_1661456270565_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,16f73602-fbaa-43f4-981f-8ee92663b1bc,t42_20220826-010301_4
s42_1661456266935_8,t6pf-LCQ3,3066a935-9279-4ee7-91d9-27c184adfc3b,210b1347-ee23-42f9-9c7e-f073c88b279c,t42_20220826-010301_8
s42_1661456271017_9,4WEa-QHUx,df501e76-fa61-40ad-a84a-ddef824cca16,1ec1c310-a2fd-408c-877d-dca9bedcd422,t42_20220826-010301_9
s42_1661456272484_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,58e8fdd8-b829-4289-91c8-7845270a81f0,t42_20220826-010301_1
s42_1661456268288_7,8V8n-C9eB,796e9e63-9bba-40eb-9af8-1d107b71ad31,8f079433-3f40-4966-a501-b92a26298d21,t42_20220826-010301_7
s42_1661456276362_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,c1d3a7ad-7c77-4b60-9681-6e15110ff277,t42_20220826-010301_5
s42_1661456273627_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,5d3577cc-c367-4e0a-b0bb-99feb1ee5c76,t42_20220826-010301_2
s42_1661456274483_10,JguQ-jE9e,6b95b410-9c62-4f25-a33c-2baeeb9ad1f8,698a085a-f273-4122-8a3f-ddee943d3801,t42_20220826-010301_10
s42_1661456274692_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,f92d436e-12d0-49b1-9761-ce41aa337332,t42_20220826-010301_3
s42_1661456275137_6,ipf9-kj3g,10eecbdf-60de-4d43-833f-45aaa89e6091,ef2209e1-7bcf-4a5f-a78b-175f8d636e6f,t42_20220826-010301_6
s42_1661456281421_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,cbdfae15-0c47-4d9d-bb11-ca093384cca5,t42_20220826-010301_4
s42_1661456281720_8,t6pf-LCQ3,3066a935-9279-4ee7-91d9-27c184adfc3b,c5ed8613-3b62-4471-9f76-67478acc466b,t42_20220826-010301_8
s42_1661456282281_9,4WEa-QHUx,df501e76-fa61-40ad-a84a-ddef824cca16,cb6b9c43-9905-4782-b3fc-6c81292dc908,t42_20220826-010301_9
s42_1661456286031_7,8V8n-C9eB,796e9e63-9bba-40eb-9af8-1d107b71ad31,ddb03d8d-be82-460a-9b2d-795bbad64844,t42_20220826-010301_7
s42_1661456283022_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,4573798c-90c8-42f6-aa64-51d99726f3f9,t42_20220826-010301_1
s42_1661456289494_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,b1de63b6-b854-4842-9ff9-43f46539c443,t42_20220826-010301_2
s42_1661456292080_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,478c8071-5cb4-43aa-97e3-41fa37edc072,t42_20220826-010301_4
s42_1661456288217_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,9e22d09a-b743-4e4a-80a3-e0f43f3dfe8e,t42_20220826-010301_5
s42_1661456294910_8,t6pf-LCQ3,3066a935-9279-4ee7-91d9-27c184adfc3b,92c64187-d9f4-435b-9e97-9ea97b54a222,t42_20220826-010301_8
s42_1661456291609_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,ab30fb59-f6f4-4854-a2f9-4b8dca2f39a9,t42_20220826-010301_3
s42_1661456294987_9,4WEa-QHUx,df501e76-fa61-40ad-a84a-ddef824cca16,fa48d35c-a280-4d80-9c1c-f8619e262558,t42_20220826-010301_9
s42_1661456291239_10,JguQ-jE9e,6b95b410-9c62-4f25-a33c-2baeeb9ad1f8,af068957-dcdc-4ce1-8d9e-9f0e0cf36fe0,t42_20220826-010301_10
s42_1661456297198_7,8V8n-C9eB,796e9e63-9bba-40eb-9af8-1d107b71ad31,8e2986c8-4857-454f-92e3-be5b534b9630,t42_20220826-010301_7
s42_1661456291813_6,ipf9-kj3g,10eecbdf-60de-4d43-833f-45aaa89e6091,7491dcde-c5c4-4fd9-8b9a-30153ec93647,t42_20220826-010301_6
s42_1661456303482_5,iaAK-DP8r,3b2bb7e7-2df8-4835-b285-cb49f080e30a,43a1d202-b509-421d-9e86-b390a4861ca9,t42_20220826-010301_5
s42_1661456300014_1,jbE2-AqUu,1d15a31d-6703-4ad5-b5ca-3ed5f3adacc2,b294f39f-6635-4d16-af91-716ba4e1bdc1,t42_20220826-010301_1
s42_1661456302783_4,n4QJ-R6FE,38a3b2ec-d87b-4b53-bbf9-0c9530664a39,61039e22-a57d-481e-9d44-c90ad31de810,t42_20220826-010301_4
s42_1661456302254_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,027c41fe-3998-4fa4-849f-d83fab02293c,t42_20220826-010301_2
s42_1661456306739_8,t6pf-LCQ3,3066a935-9279-4ee7-91d9-27c184adfc3b,f08bbaa3-4b8e-43ac-a153-e0f0a854585d,t42_20220826-010301_8
s42_1661456308153_9,4WEa-QHUx,df501e76-fa61-40ad-a84a-ddef824cca16,8c7b0a8e-efbe-4e05-9d2b-e886bb19fe1d,t42_20220826-010301_9
s42_1661456306825_3,p79T-MV4W,35ea9c43-d94d-42b6-a076-072173f0f0dd,526c1dce-824f-4dd9-b6e1-d6d07d99b31a,t42_20220826-010301_3
s42_1661456309602_6,ipf9-kj3g,10eecbdf-60de-4d43-833f-45aaa89e6091,9d4ba9b7-3523-4fd8-8f64-a87d3bec5336,t42_20220826-010301_6
s42_1661456308970_10,JguQ-jE9e,6b95b410-9c62-4f25-a33c-2baeeb9ad1f8,007e2867-c598-4599-b326-2d399f5b6144,t42_20220826-010301_10
s42_1661456309276_7,8V8n-C9eB,796e9e63-9bba-40eb-9af8-1d107b71ad31,c99f93cc-2b7d-4e31-8a22-6d5e738bc998,t42_20220826-010301_7
s42_1661456317064_2,83Hd-a7gn,21d43225-3a6e-43fc-982a-8498987da81f,93928149-6543-412a-acd6-d6f1435b9b4c,t42_20220826-010301_2
