extuserid,classcode,classid,invid,tchextuserid
s42_1661592573411_15,Lcn2-x9b6,a998108d-080f-42d9-8740-447209df2507,b1127628-a60d-4ec9-8ac1-f84abe87b48f,t42_20220827-145031_15
s42_1661592575287_6,U9f8-HAv6,13b07aba-0d32-4f51-9938-a4c69f0e0afe,0e121d93-ba4c-4715-9852-75fcdddea6a7,t42_20220827-145031_6
s42_1661592581054_16,kQs4-PYN9,caa2b60c-8927-4e55-ae7a-def4549aa2c8,b5d4106b-10b3-4178-b067-4f01f4dbdf8c,t42_20220827-145031_16
s42_1661592577833_20,79VY-c3GP,73eeb819-b382-4a79-8714-2cd50313838f,701b80e6-1c93-4f7f-b483-801923f2e65d,t42_20220827-145031_20
s42_1661592579459_9,94L3-ijb3,1f6ac4fc-e372-4698-9862-0bbc7cceb1cc,c0e7cfd0-38f1-4390-90e3-593718214983,t42_20220827-145031_9
s42_1661592580436_10,CY9d-DkoL,84187995-f101-4de2-a73a-ba4df8bd12be,79fe06d6-cf9f-48ea-8b83-44ffaef7117e,t42_20220827-145031_10
s42_1661592580614_13,wQgE-TtP9,2568acd0-8fe4-4635-ae43-5b41dd384dbe,4f7abaf9-6696-4d5a-90cf-6536e54b1984,t42_20220827-145031_13
s42_1661592579903_11,BFRy-63CN,1737b007-79b0-4c1b-8cb0-55694f0231be,fa6ecd96-1960-4506-af24-d5fbcdb687f8,t42_20220827-145031_11
s42_1661592586386_7,xsQ4-3Cr3,63ee9fa7-4167-4f5b-9c0a-0e3ee38e24fc,86cddb9f-843d-468f-b54e-3c6026c2e837,t42_20220827-145031_7
s42_1661592585069_19,Kr89-ZPDn,fa021bd9-faed-40fb-8e19-90e3c16deb9b,c579892c-bb6f-485a-9182-96d914752582,t42_20220827-145031_19
s42_1661592590036_15,Lcn2-x9b6,a998108d-080f-42d9-8740-447209df2507,cdbe45d4-334d-4ba4-8110-4c56f08d9afd,t42_20220827-145031_15
s42_1661592583714_8,qGEK-x9D7,c01a1306-11de-4dd1-98a0-11d16414dc99,811d26ef-4b82-4041-9016-2a35398d70c9,t42_20220827-145031_8
s42_1661592590930_6,U9f8-HAv6,13b07aba-0d32-4f51-9938-a4c69f0e0afe,00833653-faa2-4371-994b-5782b2b1df81,t42_20220827-145031_6
s42_1661592591235_16,kQs4-PYN9,caa2b60c-8927-4e55-ae7a-def4549aa2c8,c06725fa-4b4a-4ab1-8fb9-1756f660d253,t42_20220827-145031_16
s42_1661592588908_17,JRhW-fGm8,f7f5f1eb-b493-46ff-8e6e-3e44db1acb96,e39b07ae-2865-4cc3-9ce3-815b66b9e0b3,t42_20220827-145031_17
s42_1661592583714_18,kJ9P-w9sd,f5073e46-ce93-433b-a4cc-e7c9b6372e2d,afe97e3f-1398-4213-adff-9a33155c83b7,t42_20220827-145031_18
